"107",4.891,105.07048,"Unknown","[M+H]+","null","0.11","False","null","null","null","null","null","null","999","False","False","False","Normalized unit: Intensity","False","False","107","0","0.00","null","null","null","null","null","null","null","13575.25","Pd_dSRF_2_Y-C2_1_3856","105.07048:42252 106.07515:0 107.07982:0","null",7856,0,5837,0,34199,74914,37204,45710,83279,51833,73947,69192,43499,56653,55307,58902,139269,151490,160218,154564,213086,236251,180849,207093,159119,130837,174450,133441,"3423.053078125","113554.401322917","4037.64531450658","63138.21834855"
"114",1.591,107.04943,"Unknown","[M+H]+","null","0.82","True","null","null","null","null","null","null","999","False","False","False","Normalized unit: Intensity","False","False","114","0","0.00","null","null","null","null","null","null","null","41378.71","Pd_Pd_2_Y-B2_1_3854","107.04942:100384 108.05409:0 109.05876:0","79.05383:116 107.04937:1024",0,0,0,0,531445,26346,670531,655895,680984,416845,644305,588086,738670,777372,791828,819288,813414,791717,791605,787064,725051,768333,705281,741682,1005251,890314,1089621,897991,"0","722871.688481511","0","204673.662465058"
"117",3.995,109.1015,"Unknown","[M+Li]+","null","0.36","False","null","null","null","null","null","null","999","False","False","False","Normalized unit: Intensity","False","False","117","0","0.00","null","null","null","null","null","null","null","17727.49","Pd_dSRF_4_Y-C4_1_3870","109.10150:52712 110.10617:0 111.11084:0","null",0,0,0,0,92261,932,105648,108182,110584,79375,111054,92627,92366,88599,92821,91904,191492,194261,205408,234839,302889,312644,304922,314524,261908,239822,254581,251548,"0","172299.607932292","0","93042.4666190921"
"163",4.41,120.08115,"Unknown","[M+H]+","null","0.75","False","null","null","null","null","null","null","999","False","False","False","Normalized unit: Intensity","False","False","163","0","0.00","null","null","null","null","null","null","null","29490.69","Pd_dSRF_2_Y-C2_1_3856","120.08115:36956 121.08581:0 122.09048:0","null",51085,105533,51380,52323,1065136,755133,1115129,1203043,1525158,1000118,1237767,1032628,903608,959749,1033067,1163457,1203475,1212760,1148005,1342778,1380675,1624425,1277426,1704337,1701028,1332203,1528703,1313154,"65079.8808906252","1240123.33458594","26973.6349114859","248500.907369033"
"173",4.882,122.09686,"Unknown","[M+NH4]+","null","0.18","False","null","null","null","null","null","null","999","False","False","False","Normalized unit: Intensity","False","False","173","0","0.00","null","null","null","null","null","null","null","13821.13","Pd_dSRF_2_Y-C2_1_3856","122.09686:49770 123.10153:0 124.10620:0","null",0,0,0,0,21651,31901,39284,37695,76805,54958,75362,71802,50080,51859,56916,56432,132453,151292,158928,134189,231529,241729,170147,201192,172042,132937,176113,118870,"0","110257.008489583","0","66479.5051332644"
"181",1.707,125.05993,"Unknown","[M+H-H2O]+","null","0.82","True","null","null","null","null","null","null","999","False","False","False","Normalized unit: Intensity","False","False","181","0","0.00","null","null","null","null","null","null","null","52914.85","Pd_Pd_3_Y-B3_1_3861","125.05993:184230 126.06460:0 127.06926:0","77.03865:242 79.05438:854 81.07073:600",0,0,0,0,737979,0,1038832,995509,660053,457308,640847,461104,981572,1065362,1074418,1005615,734039,864580,861251,755058,591583,635315,497787,607185,1246155,1095005,1359883,1073724,"0","810006.88010651","0","303796.020361322"
"244",4.835,139.11207,"Unknown","[M+H]+","null","0.07","False","null","null","null","null","null","null","999","False","False","False","Normalized unit: Intensity","False","False","244","0","0.00","null","null","null","null","null","null","null","11903.56","Pd_dSRF_2_Y-C2_1_3856","139.11208:36488 140.11674:0 141.12141:0","null",0,0,214,278,37364,42773,50763,49475,46408,32182,46864,42719,45796,45627,44616,44557,99646,124991,123185,125000,163243,176078,164105,168446,120332,117835,131389,125005,"122.87846875","90350.0818151042","144.247488987257","50330.6706227579"
"323",10.167,162.90725,"Unknown","[M+H]+","null","0.04","False","null","null","null","null","null","null","999","False","False","False","Normalized unit: Intensity","False","False","323","0","0.00","null","null","null","null","null","null","null","17510.75","Pd_Bs_1_Y-B5_1_3848","162.90724:18612 163.91191:0 164.91658:0","null",182879,120947,175890,152490,1689739,1507838,336228,2065464,1944269,1918408,1745421,610906,1953851,327990,2030753,1802661,1986251,2019410,1993041,2101466,1945285,1448037,2044512,2028259,1889598,322774,1010868,1577952,"158051.501609375","1595874.0471849","27942.3023255506","602032.903728924"
"328",4.873,164.10762,"Unknown","[M+H]+","null","0.11","False","null","null","null","null","null","null","999","False","False","False","Normalized unit: Intensity","False","False","328","0","0.00","null","null","null","null","null","null","null","12491.33","Pd_dSRF_2_Y-C2_1_3856","164.10762:41454 165.11229:0 166.11696:0","null",0,0,0,0,21736,0,27707,23565,57854,54495,68179,48663,38762,50704,49455,57300,120589,128838,106300,113376,188956,198002,147022,156733,138823,110185,144521,101577,"0","89722.5267447916","0","55454.2059149215"
"329",1.716,165.05253,"Unknown","[M+Na]+","null","0.82","False","null","null","null","null","null","null","999","False","False","False","Normalized unit: Intensity","False","False","329","0","0.00","null","null","null","null","null","null","null","19379.83","Pd_Pd_3_Y-B3_1_3861","165.05254:64240 166.05720:0 167.06187:0","null",0,0,0,0,258812,0,350671,352185,259035,227927,246125,180093,416953,425051,422767,398019,299795,344199,351263,301351,265995,250524,213861,252952,487572,440473,526629,419387,"0","320484.96704401","0","114856.207870598"
"341",1.194,167.0454,"Unknown","[M+H]+","null","0.43","False","null","null","null","null","null","null","999","False","False","False","Normalized unit: Intensity","False","False","341","0","0.00","null","null","null","null","null","null","null","17822.53","Pd_dPPS_2_Y-C6_1_3857","167.04539:56912 168.05006:0 169.05473:0","null",142,10865,0,134,27939,0,24544,34481,56296,43858,49825,57189,171525,253750,274050,336092,315236,369265,372995,274917,201412,209044,153683,186521,25455,35533,27453,32712,"2785.0614046875","147240.75422474","5386.94782951063","127145.56741339"
"345",5.036,168.13863,"Unknown","[M+H]+","null","0.18","False","null","null","null","null","null","null","999","False","False","False","Normalized unit: Intensity","False","False","345","0","0.00","null","null","null","null","null","null","null","11332.72","Pd_001srf_3_Y-D7_1_3866","168.13863:34944 169.14329:0 170.14796:0","null",0,0,0,0,135628,148270,171608,166240,114028,69843,101516,82077,148925,153604,145440,129421,37843,46052,42283,38307,39012,39409,31055,39165,55747,63264,78154,63682,"0","89190.5278072917","0","48811.1098338772"
"346",8.845,169.02639,"Unknown","[M+H]+","null","0.25","True","null","null","null","null","null","null","999","False","False","False","Normalized unit: Intensity","False","False","346","0","0.00","null","null","null","null","null","null","null","11897.00","Pd_001srf_1_Y-D5_1_3852","169.02602:15132 170.03068:0 171.03535:0","169.07644:118",0,0,0,0,199150,165960,178792,298670,163925,43190,93008,119773,213576,232106,266562,248670,55303,156617,104530,186421,127243,42487,143243,6158,39639,201127,105057,62246,"0","143893.911997396","0","79210.6293668841"
"351",5.209,169.16992,"Unknown","[M+H]+","null","0.43","True","null","null","null","null","null","null","999","False","False","False","Normalized unit: Intensity","False","False","351","0","0.00","null","null","null","null","null","null","null","15144.83","Pd_dPPS_2_Y-C6_1_3857","169.16992:18804 170.17459:1872 171.17926:0","105.06937:98",0,0,0,0,322156,324432,294620,296862,384550,185400,362764,309510,352688,356504,341162,366189,920932,1006889,742469,665220,855997,751030,739199,569029,609916,615784,572937,547717,"0","520581.452778646","0","227806.70108277"
"385",1.567,176.12841,"Unknown","[M+H]+","null","0.64","True","null","null","null","null","null","null","999","False","False","False","Normalized unit: Intensity","False","False","385","0","0.00","null","null","null","null","null","null","null","29969.78","Pd_dd_3_Y-D3_1_3865","176.12840:113666 177.13307:0 178.13774:0","74.02503:190 74.06004:314 84.04445:142 87.08014:122 102.05494:1002 130.12295:496",0,0,0,0,151985,0,148522,157357,0,0,0,0,635569,620342,702846,681084,358288,342418,352760,357537,499028,492841,481070,508147,420702,381178,452842,369611,"0","338088.619370833","0","229998.69761633"
"393",8.219,177.1645,"Unknown","[M+H]+","null","0.04","True","null","null","null","null","null","null","999","False","False","False","Normalized unit: Intensity","False","False","393","0","0.00","null","null","null","null","null","null","null","11516.13","Pd_001srf_2_Y-D6_1_3859","177.16451:24270 178.16917:0 179.17384:0","81.07137:98 121.10166:288",0,5329,7788,7663,63553,180454,82403,70577,74445,64353,69300,72728,85812,71512,68117,79651,70092,80108,71103,75152,74660,72817,75128,73359,79678,81535,73177,90344,"5195.046203125","79169.0089348959","3643.28035050593","22490.9879764669"
"399",2.867,180.10239,"Unknown","[M+H]+","null","0.82","True","null","null","null","null","null","null","999","False","False","False","Normalized unit: Intensity","False","False","399","0","0.00","null","null","null","null","null","null","null","71536.10","Pd_dSRF_2_Y-C2_1_3856","180.10239:247016 181.10705:0 182.11172:0","77.03888:264 91.05559:458 93.07020:930 95.04555:176 103.05453:756 121.06539:15778 138.09218:360",0,0,0,0,354461,0,448723,477416,860271,519771,768564,710043,502596,528498,562099,573635,1624175,1654235,1582118,1638099,2376508,2466566,1965636,2138418,1688738,1498370,1761323,1402451,"0","1170946.5022474","0","717041.869815382"
"404",5.254,181.13362,"Unknown","[M+H]+","null","0.86","True","null","null","null","null","null","null","999","False","False","False","Normalized unit: Intensity","False","False","404","0","0.00","null","null","null","null","null","null","null","323427.20","Pd_Pd_3_Y-B3_1_3861","181.13362:1294950 182.13829:0 183.14296:0","83.04729:98 84.95751:36 95.06153:20 97.07395:36 98.97548:48 99.09132:48 110.08395:94 111.05522:48 111.09127:1106 112.08036:110 122.09526:44 123.09195:54 125.06994:44 125.10907:58 127.08859:114 136.11608:28 137.10426:66 138.07817:54 139.08740:102 148.09871:60 150.08248:26 151.08587:624 152.09379:56 153.13928:162 153.14662:42 156.97571:20 163.12207:420 163.13611:34 165.05007:24 165.10005:58 166.11076:930 166.12506:34 166.23367:24 166.24207:24 167.11248:58 181.13344:10894 181.15655:92 181.68910:26 182.13481:32 183.34032:30",0,0,0,0,4672066,4493878,5121660,4754631,5448289,3420662,5039502,4879671,4754754,4629857,5053672,5088278,5356246,5637819,5693870,5168370,5268300,4963864,5060939,5464193,6475265,5815340,6865467,5619821,"0","5197767.29211458","0","674391.733180381"
"456",5.691,195.14939,"Unknown","[M+H]+","null","0.86","True","null","null","null","null","null","null","999","False","False","False","Normalized unit: Intensity","False","False","456","0","0.00","null","null","null","null","null","null","null","4966282.00","Pd_Pd_3_Y-B3_1_3861","195.14938:17829158 196.15405:0 197.15872:0","69.04413:36 72.08036:28 83.04929:34 84.08088:278 85.08794:46 86.06082:20 95.05012:30 95.06149:76 95.07444:52 96.08013:92 97.06405:276 97.07270:50 99.09374:70 106.06736:94 107.06422:28 110.09801:46 111.09188:3428 112.00713:22 112.03705:36 112.07632:52 112.09551:90 119.05829:46 122.05886:26 122.09890:42 123.09249:108 124.09997:38 125.10783:402 125.73223:24 126.09124:44 126.10836:38 127.08948:174 128.51088:20 134.06046:32 134.08054:46 134.09503:28 135.09196:90 135.10147:54 136.06622:62 136.09763:118 136.11233:58 137.05159:26 137.10558:72 138.11414:130 139.08715:1262 139.12378:296 139.13077:66 139.14147:36 139.90028:28 140.09513:42 140.12488:64 140.67754:20 149.07643:36 149.10852:88 150.09135:62 150.12649:128 151.08649:5194 152.09404:212 152.13092:76 152.14218:98 152.27888:26 153.10203:304 153.12369:28 155.35590:28 161.10832:150 162.11420:110 165.10312:1162 165.11318:20 165.12165:72 166.11043:18792 166.14759:38 166.16691:22 166.17883:22 166.72685:30 166.76822:22 166.93541:30 167.08225:48 167.11610:514 167.13133:54 167.15666:282 167.39294:30 167.50048:36 167.53201:22 167.55977:20 167.77098:24 168.30304:44 168.92334:36 169.53582:30 177.13882:808 177.15851:26 178.07406:22 178.12291:92 178.14463:28 179.11810:174 179.13901:32 180.12591:2032 181.13081:52 193.13351:152 194.78559:46 195.00235:20 195.11932:34 195.13449:102 195.14926:79206 195.16540:1364 195.19388:26 195.23318:104 195.44408:26 195.50804:22 195.77053:36 195.89419:36 195.95949:22 195.97818:24 196.02394:34 196.02888:34 196.03891:22 196.05668:20 196.07259:26 196.15263:1340 196.30286:36 196.31962:48 196.35181:68 196.42560:52 196.51975:26 196.69456:30 196.71905:22 196.78248:38 196.87842:38 197.15573:48 197.37858:38 197.82486:32 198.05581:22 199.20083:28",27625,65469,13891,0,75102121,74017623,79049619,79080478,83231797,54037880,81573335,70347289,71709681,72270325,77563779,77761857,87514872,87809232,87274888,84266608,82508336,87320900,77075853,85596356,97118125,96309208,99752343,93558370,"26746.294015625","81743786.4818593","28171.093539781","10063803.6461833"
"459",4.216,197.09263,"Unknown","[M+H]+","null","0.14","False","null","null","null","null","null","null","999","False","False","False","Normalized unit: Intensity","False","False","459","0","0.00","null","null","null","null","null","null","null","11630.75","Pd_dd_3_Y-D3_1_3865","197.09262:38546 198.09729:0 199.10196:0","null",0,0,0,0,157075,155964,155995,147142,219567,134267,202210,222858,189765,197209,203986,198360,124787,130120,132258,141034,147057,141066,135497,142240,162332,161356,172237,156610,"0","163791.293270833","0","29747.916406438"
"499",7.71,206.09177,"Unknown","[M+H]+","null","0.04","False","null","null","null","null","null","null","999","False","False","False","Normalized unit: Intensity","False","False","499","0","0.00","null","null","null","null","null","null","null","10702.00","Pd_Pd_3_Y-B3_1_3861","206.09178:28650 207.09645:0 208.10112:0","null",0,0,0,0,89476,96413,85488,123306,135646,79081,141589,127267,89540,69463,68232,82326,88984,78966,95378,106414,111724,112793,99000,125321,122686,94406,166461,108589,"0","104106.233994792","0","24338.1083868052"
"509",6.146,209.16522,"Unknown","[M+H]+","null","0.79","True","null","null","null","null","null","null","999","False","False","False","Normalized unit: Intensity","False","False","509","0","0.00","null","null","null","null","null","null","null","16452.29","Pd_Pd_1_Y-B1_1_3847","209.16522:62302 210.16989:0 211.17456:0","151.08671:230 180.12610:358 181.12887:120",0,0,0,0,192985,196083,250827,242236,252227,143635,229845,197998,221103,208159,202765,215676,228388,241315,264036,271307,228107,247990,220919,224302,290891,253682,298609,268321,"0","232975.346276042","0","34422.8154017673"
"525",3.085,213.11016,"Unknown","[M+H]+","null","0.43","True","null","null","null","null","null","null","999","False","False","False","Normalized unit: Intensity","False","False","525","0","0.00","null","null","null","null","null","null","null","22792.26","Pd_dSRF_1_Y-C1_1_3849","213.11020:52618 214.11487:0 215.11953:0","213.10774:106",0,0,0,0,115521,0,144214,144504,153617,89420,131197,132732,125359,122307,127343,120348,309174,319485,313727,337335,458530,465546,461749,454896,376860,350867,352480,335261,"0","247602.979138021","0","142984.508274284"
"531",5.032,213.16028,"Unknown","[M+H]+","null","0.39","True","null","null","null","null","null","null","999","False","False","False","Normalized unit: Intensity","False","False","531","0","0.00","null","null","null","null","null","null","null","34484.82","Pd_001srf_3_Y-D7_1_3866","213.16028:120744 214.16495:0 215.16961:0","69.07002:170 84.08195:132 86.09682:1696 100.07560:416 112.07494:146 140.14381:560 168.13854:358",6296,5196,6508,0,552938,575870,657754,647066,457531,284681,441734,367184,563022,593917,638723,546082,177885,232571,247445,204829,176873,191096,161734,199523,219557,290279,328605,311639,"4500.03481250001","377855.559166667","3054.62672362587","176757.037668481"
"532",4.554,213.16033,"Unknown","[M+H]+","null","0.64","True","null","null","null","null","null","null","999","False","False","False","Normalized unit: Intensity","False","False","532","0","0.00","null","null","null","null","null","null","null","18640.01","Pd_Pd_3_Y-B3_1_3861","213.16032:63260 214.16499:0 215.16966:0","84.08033:192 86.09540:206 100.07577:106 140.14212:266 168.13511:146",99216,14056,42959,37148,444274,345656,545989,625769,641259,423598,544853,458383,452504,455552,502044,530743,552289,560230,492096,595750,601225,830658,656964,793373,897130,718730,877390,687859,"48344.5053125","593096.594252604","36138.5363264358","147547.651698285"
"542",3.763,215.10306,"Unknown","[M+H]+","null","0.64","False","null","null","null","null","null","null","999","False","False","False","Normalized unit: Intensity","False","False","542","0","0.00","null","null","null","null","null","null","null","17452.90","Pd_Pd_3_Y-B3_1_3861","215.10306:55602 216.10773:0 217.11239:0","null",16740,17450,20655,17227,167380,7418,190951,244925,272673,184734,249808,239767,174480,188594,225078,228663,247225,258134,243951,280338,242315,325331,297228,288516,323178,314045,369994,309798,"18018.0274375","244771.892833333","1782.60371757022","72791.3188950818"
"572",4.75,222.14705,"Unknown","[M+2H]2+","null","0.61","True","null","null","null","null","null","null","999","False","False","False","Normalized unit: Intensity","False","False","572","0","0.00","null","null","null","null","null","null","null","24264.15","Pd_dSRF_1_Y-C1_1_3849","222.14705:131344 223.15172:0 224.15638:0","84.08018:124",0,0,0,0,74778,83980,101577,107998,273394,182196,302671,260821,144908,169410,161578,174634,429271,498599,468040,466824,608951,673614,535977,634518,363793,344538,364591,322054,"0","322863.177424479","0","184007.457502725"
"587",8.667,226.95194,"Unknown","[M+H]+","null","0.18","True","null","null","null","null","null","null","999","False","False","False","Normalized unit: Intensity","False","False","587","0","0.00","null","null","null","null","null","null","null","27216.30","Pd_Pd_4_Y-B4_1_3868","226.95193:45526 227.95660:0 228.96127:0","90.97778:208",180860,88835,43696,96260,1795955,1763501,1978650,1837400,1755556,3078577,2289136,2124717,1933336,2134338,2139234,2398378,2719548,1597977,2316072,1589133,1754141,2009485,1115711,3052186,648225,2044108,2175399,3058847,"102412.71159375","2054567.07754167","57224.1992632516","569311.597762153"
"595",3.724,227.13954,"Unknown","[M+H]+","null","0.04","True","null","null","null","null","null","null","999","False","False","False","Normalized unit: Intensity","False","False","595","0","0.00","null","null","null","null","null","null","null","591603.00","Pd_001srf_2_Y-D6_1_3859","227.13954:236212 228.14421:0 229.14888:0","68.04982:116 68.05526:60 72.04438:150 86.06040:1630 86.06733:146 86.07388:60 86.09689:570 87.06561:70 87.10108:42 98.97380:52 109.09883:52 114.05434:334 114.09081:314 124.10921:50 128.10656:40 132.07995:46 136.11174:370 143.08231:128 153.13883:372 166.12400:32 171.07045:30 181.13471:40 183.11823:26 183.15118:114 183.16006:50 185.09341:40 192.10441:26 199.13180:86 199.14409:610 225.12240:32 227.13979:7316 228.14167:202 228.17816:36 228.47145:26",12894,14808,21462,15491,11406,12456936,19523,28844,13002,1476,16155,17632,10235,20814,17439,18696,9232,14283,27142,29642,17298,23871,36135,25141,17956,19689,23965,19270,"16163.907203125","537324.319588542","3699.20266951481","2538877.63552058"
"616",4.728,231.16214,"Unknown","[M+H]+","null","0.11","False","null","null","null","null","null","null","999","False","False","False","Normalized unit: Intensity","False","False","616","0","0.00","null","null","null","null","null","null","null","10559.50","Pd_dSRF_4_Y-C4_1_3870","231.16214:28744 232.16681:0 233.17148:0","null",0,0,0,0,9896,16372,0,19500,65932,34698,66456,58223,24379,37826,45384,38538,103277,107840,113586,113064,143224,158519,129686,158845,79930,85369,77214,78264,"0","73584.2896692709","0","47162.4097191115"
"618",1.565,231.17038,"Unknown","[M+H]+","null","0.82","True","null","null","null","null","null","null","999","False","False","False","Normalized unit: Intensity","False","False","618","0","0.00","null","null","null","null","null","null","null","146970.60","Pd_Pd_1_Y-B1_1_3847","231.17038:666574 232.17505:0 233.17972:0","72.08106:2576 72.32205:28 73.08557:86 73.39415:32 86.09734:106 101.10756:34 123.06065:28 132.10216:186 133.11017:50 185.16708:52",184981,156118,174082,113905,2087379,131532,1962161,2403721,2470596,1469278,1820515,1471365,1580552,1390014,1687453,1736314,2265442,1916820,1765249,2067978,2371426,3315431,2198927,3084207,4224369,2756824,3419250,2633398,"157271.163553125","2176258.45108255","31264.2337139833","823677.337466925"
"666",1.176,242.187,"Unknown","[M+CH3OH+H]+","null","0.04","False","null","null","null","null","null","null","999","False","False","False","Normalized unit: Intensity","False","False","666","0","0.00","null","null","null","null","null","null","null","26290.38","Pd_001srf_2_Y-D6_1_3859","242.18700:45328 243.19166:0 244.19633:0","null",0,56277,0,0,26988,486407,35872,31330,37631,28473,36301,41980,24341,44644,33133,29803,29441,29258,35664,38465,29649,30741,48898,42418,25996,51089,44236,27561,"14069.3212125","53763.2336476563","28138.642425","92451.2684314616"
"685",4.739,245.18589,"Unknown","[M+IsoProp+H]+","null","0.25","True","null","null","null","null","null","null","999","False","False","False","Normalized unit: Intensity","False","False","685","0","0.00","null","null","null","null","null","null","null","20026.14","Pd_dPPS_1_Y-C5_1_3850","245.18588:85248 246.19055:0 247.19522:0","70.06529:140 86.09681:2768 87.09999:218 120.08022:458 132.10007:108 154.07258:168",21731,21312,5207,16213,580446,290779,400226,397457,403229,292213,343795,314418,119322,111885,125340,96087,566646,492840,482023,492649,175105,229199,218159,193052,185655,177790,177217,172697,"16115.82803125","293259.564070312","7692.89203057215","151330.502025917"
"686",3.855,245.18616,"Unknown","[M+H]+","null","1.00","True","null","null","null","null","null","null","999","False","False","False","Normalized unit: Intensity","False","False","686","0","0.00","null","null","null","null","null","null","null","99291.02","Pd_Pd_1_Y-B1_1_3847","245.18616:533772 246.19082:0 247.19549:0","86.09659:2084 87.10135:58 132.10092:44 132.10870:90 147.07891:44",179793,181567,187887,178735,1399762,981709,1370787,1660600,1660436,1115342,1369165,1120902,1221488,1149947,1488290,1584359,1580226,1429393,1321524,1506802,1594320,2338745,1580344,2100501,2637636,1845046,2229018,1809691,"181995.587890625","1587334.71882031","4097.7978658624","408784.915581619"
"727",5.707,256.15472,"Unknown","[M+H]+","null","0.86","True","null","null","null","null","null","null","999","False","False","False","Normalized unit: Intensity","False","False","727","0","0.00","null","null","null","null","null","null","null","34363.22","Pd_Pd_2_Y-B2_1_3854","256.15457:105202 257.15924:0 258.16391:0","81.07005:106",0,0,0,0,319238,326853,342237,354370,585463,406907,597239,523300,403968,435836,496846,468670,510538,539157,499957,527141,602285,614006,576594,637341,534770,583390,596123,534235,"0","500686.079005208","0","97397.5329474105"
"763",2.599,263.14257,"Unknown","[M+H]+","null","0.75","True","null","null","null","null","null","null","999","False","False","False","Normalized unit: Intensity","False","False","763","0","0.00","null","null","null","null","null","null","null","36550.27","Pd_Pd_1_Y-B1_1_3847","263.14258:124748 264.14725:0 265.15191:0","74.05991:118 86.09731:224 104.05279:3530 132.10262:302 169.13418:146 172.11334:212 215.13959:392",0,0,0,0,487019,0,587243,668532,672274,357559,495499,365116,385417,339335,472494,445051,579573,481680,491919,577140,571882,880447,579709,708424,1030290,691880,920779,707112,"0","562348.915815104","0","214085.048814248"
"765",1.412,263.14286,"Unknown","[M+CH3OH+H]+","null","0.54","True","null","null","null","null","null","null","999","False","False","False","Normalized unit: Intensity","False","False","765","0","0.00","null","null","null","null","null","null","null","34392.88","Pd_Pd_1_Y-B1_1_3847","263.14285:128690 264.14752:0 265.15219:0","86.09677:2738 87.09899:136 128.10765:308 130.05035:102 133.03174:156 134.02666:226 150.05820:354",9833,36863,14956,22903,357063,0,598019,469304,489991,300157,397985,358266,586845,559295,692966,749576,526756,636908,645769,514136,750533,819474,553501,745727,950025,623563,1141968,545832,"21138.8327453125","583902.429610937","11781.3899939375","227857.856130388"
