5,0.559,72.08064,Unknown,[M+H]+,null,1.00,True,null,null,null,null,null,null,999,False,False,False,Normalized unit: Intensity,False,False,5,0,0.00,null,null,null,null,null,null,null,569832.00,Pd_001srf_2_Y-D6_1_3859,72.08125:817202 73.08592:0 74.09059:0,null,15132983,15364747,15111889,15095591,9789870,9470788,9758644,9719417,7222976,6042182,6895447,5878124,7234748,7095633,7045046,6353534,7942348,8116165,7929086,8158623,7983363,8494492,7928891,8249546,10259771,9727046,10431066,9670849,15176302.5199883,8224902.34672036,126558.74213782,1359952.47208936
6,1.565,72.08118,Unknown,[M+H-2H2O]+,null,0.82,False,null,null,null,null,null,null,999,False,False,False,Normalized unit: Intensity,False,False,6,0,0.00,null,null,null,null,null,null,null,54142.46,Pd_Pd_1_Y-B1_1_3847,72.08118:196088 73.08584:0 74.09051:0,null,372902,404104,421903,431317,1485104,207682,1576072,1938443,1345436,1311229,1356684,1541617,1242860,1254649,1463852,1609086,1376346,1501442,1528123,1809641,1340900,1944932,1729119,2175743,2119401,1775291,2171157,1982251,407556.589753125,1574460.85266693,25711.3645427766,414068.001120711
7,1.980,72.08127,Unknown,[M+H]+,null,0.04,False,null,null,null,null,null,null,999,False,False,False,Normalized unit: Intensity,False,False,7,0,0.00,null,null,null,null,null,null,null,28346.00,Pd_001srf_2_Y-D6_1_3859,72.08127:54948 73.08594:0 74.09060:0,null,131052,97108,149983,109942,181369,1002200,215366,260484,142232,181901,215030,232964,158161,174804,215874,240684,165962,183141,208799,242791,103781,197326,231703,274738,188057,199156,242559,255705,122021.12328125,238116.257846354,23309.33428478,167647.831565439
8,13.497,72.93682,Unknown,[M+H]+,null,1.00,False,null,null,null,null,null,null,999,False,False,False,Normalized unit: Intensity,False,False,8,0,0.00,null,null,null,null,null,null,null,37044.82,Bacto_Peptone_Media_Blank_1_Y-B1_1_3944,72.93682:76822 73.94149:0 74.94616:0,null,1882973,1903067,1908675,1894107,616363,1587958,702451,1497375,594029,1348239,1481093,1539073,642785,671203,687907,1532071,609584,680936,701940,715029,1335458,641389,712122,1486816,626192,674564,1448149,1455011,1897205.62078125,999489.0834375,11226.0443009231,411355.80628747
9,0.540,74.02353,Unknown,[M+H]+,null,1.00,False,null,null,null,null,null,null,999,False,False,False,Normalized unit: Intensity,False,False,9,0,0.00,null,null,null,null,null,null,null,21613.04,Bacto_Peptone_Media_Blank_4_Y-B4_1_3947,74.02352:37622 75.02819:0 76.03286:0,null,687650,670979,663806,682365,310284,304578,290072,308940,231038,207419,229167,215519,252469,244199,233361,237914,270696,280865,283372,278814,273091,273608,273592,286660,275488,287529,282928,272006,676200.129596875,266817.011914583,10800.7326148807,28821.7567547506
10,0.552,74.06007,Unknown,[M+H]+,null,0.29,False,null,null,null,null,null,null,999,False,False,False,Normalized unit: Intensity,False,False,10,0,0.00,null,null,null,null,null,null,null,28243.16,Bacto_Peptone_Media_Blank_2_Y-B2_1_3945,74.06007:44396 75.06474:0 76.06941:0,null,721167,782273,718058,747795,340419,337747,351888,369671,243930,204993,225700,184659,243082,223674,239169,218382,269314,273559,255493,286287,270469,294860,278440,309580,349813,303949,341384,323060,742323.394882813,280813.340629167,29790.0649406887,52002.3759684506
11,0.989,74.06057,Unknown,[M+H]+,null,0.57,False,null,null,null,null,null,null,999,False,False,False,Normalized unit: Intensity,False,False,11,0,0.00,null,null,null,null,null,null,null,17826.60,Pd_Pd_1_Y-B1_1_3847,74.06057:65360 75.06524:0 76.06991:0,null,50924,53439,49987,52536,248985,191973,267853,290667,296837,214879,254359,230604,204400,186064,238197,234635,258577,256539,257087,291707,278481,377707,319340,344161,404754,345919,369782,317292,51721.7898171875,278366.671750521,1555.24696855694,59388.1066354352
12,0.864,75.05523,Unknown,[M+H]+,null,0.04,False,null,null,null,null,null,null,999,False,False,False,Normalized unit: Intensity,False,False,12,0,0.00,null,null,null,null,null,null,null,15776.13,Bacto_Peptone_Media_Blank_1_Y-B1_1_3944,75.05523:19880 76.05990:0 77.06456:0,null,254843,276632,267842,260097,16216,18111,17746,20920,4831,0,5106,0,7816,7303,0,5148,5109,5816,5915,0,0,5048,0,0,0,0,0,5316,264853.385678125,5433.34564453125,9495.20750887786,6507.477706919
13,3.987,76.03936,Unknown,[M+H]+,null,0.04,False,null,null,null,null,null,null,999,False,False,False,Normalized unit: Intensity,False,False,13,0,0.00,null,null,null,null,null,null,null,13115.00,Bacto_Peptone_Media_Blank_3_Y-B3_1_3946,76.03936:23652 77.04403:0 78.04870:0,null,330924,348108,355240,295774,28455,58448,21381,44126,26295,7434,17916,14037,7347,9253,21669,17760,2381,8388,18315,25882,8607,6169,15595,22255,20634,23957,20599,17072,332511.5374375,19332.2700260417,26533.124558598,12330.8007695671
14,0.549,76.03971,Unknown,[M+H]+,null,0.86,False,null,null,null,null,null,null,999,False,False,False,Normalized unit: Intensity,False,False,14,0,0.00,null,null,null,null,null,null,null,12727.02,Pd_Pd_4_Y-B4_1_3868,76.03970:24738 77.04437:0 78.04904:0,null,247073,226696,239962,242132,296755,224219,320211,313211,266696,230045,274369,260877,263797,265095,266948,281060,323711,331578,314626,331861,310934,322509,323943,339384,352664,321323,342566,342253,238965.688685937,300859.752726042,8704.25938080648,36625.8898147344
15,13.530,77.00079,Unknown,[M+ACN+H]+,null,0.21,False,null,null,null,null,null,null,999,False,False,False,Normalized unit: Intensity,False,False,15,0,0.00,null,null,null,null,null,null,null,12011.48,Bacto_Peptone_Media_Blank_1_Y-B1_1_3944,77.00079:19368 78.00546:0 79.01013:0,null,340902,329930,349265,366311,171296,362455,315210,356841,159925,295955,335438,327436,303637,318582,312957,344212,168855,162109,314648,327217,190183,301954,314862,343961,290756,162056,322597,324681,346602.21628125,284492.652604167,15340.165872911,70372.3614989092
16,0.862,77.03852,Unknown,[M+H]+,null,0.14,False,null,null,null,null,null,null,999,False,False,False,Normalized unit: Intensity,False,False,16,0,0.00,null,null,null,null,null,null,null,112858.70,Bacto_Peptone_Media_Blank_3_Y-B3_1_3946,77.03852:213722 78.04319:0 79.04786:0,null,1432769,1460982,1477490,1448850,70341,77139,131816,122018,15824,13938,22414,25177,47064,67468,18640,50099,28361,45216,46673,18415,30624,30693,22697,30605,24989,24697,22460,8722,1455022.70257969,41503.7151674479,18917.4036693981,31991.1067538641
17,1.696,77.03900,Unknown,[M+H]+,null,0.36,False,null,null,null,null,null,null,999,False,False,False,Normalized unit: Intensity,False,False,17,0,0.00,null,null,null,null,null,null,null,11212.01,Pd_Pd_3_Y-B3_1_3861,77.03900:27022 78.04367:0 79.04834:0,null,0,0,0,0,134316,793,172735,158675,115758,72051,109643,87494,172189,173166,176865,172093,124333,144379,142811,128898,102354,116967,76834,100703,214002,188147,223088,170157,0,136602.035743229,0,49977.2913449506
18,13.495,77.99838,Unknown,[M+2H]2+,null,1.00,False,null,null,null,null,null,null,999,False,False,False,Normalized unit: Intensity,False,False,18,0,0.00,null,null,null,null,null,null,null,158831.50,Bacto_Peptone_Media_Blank_1_Y-B1_1_3944,77.99838:273576 79.00305:0 80.00772:0,null,6189190,6309210,6315781,6476336,2702658,6657839,5914577,6192007,5286071,5505894,5855926,6272537,5288384,5643456,5964137,6337473,5301211,5660760,5904130,6179326,5268642,2846349,5929893,6139828,5325632,5690485,5970451,6003125,6322629.11140625,5576699.59308073,117839.994511819,940573.492617172
19,13.381,78.99914,Unknown,[M+NH4]+,null,1.00,False,null,null,null,null,null,null,999,False,False,False,Normalized unit: Intensity,False,False,19,0,0.00,null,null,null,null,null,null,null,101211.20,Pd_dSRF_4_Y-C4_1_3870,78.99914:152452 80.00381:0 81.00847:0,null,1543441,1557756,1818573,1742952,1915037,2158190,2214144,2255108,1907855,2048998,2046676,2466001,1978545,2068122,2179352,2240927,1931325,2111908,2187558,2368076,1959770,2027317,2125045,2408197,2007689,2007655,2017598,2326319,1665680.175625,2123225.48790885,136549.353852087,159309.383885107
20,0.590,79.02161,Unknown,[M+H]+,null,0.18,True,null,null,null,null,null,null,999,False,False,False,Normalized unit: Intensity,False,False,20,0,0.00,null,null,null,null,null,null,null,25202.85,Pd_Bs_2_Y-B6_1_3855,79.02161:80126 80.02627:0 81.03094:0,63.99739:82,22898,0,171,13437,378172,227159,854518,407424,430605,1005982,472186,548005,476351,698991,603071,500967,521244,576796,467162,427515,493085,447932,977281,559347,404173,425079,373920,443885,9126.497834375,530035.386761146,11131.6143382377,186171.89643648
21,0.862,79.05406,Unknown,[M+NH4]+,null,0.14,False,null,null,null,null,null,null,999,False,False,False,Normalized unit: Intensity,False,False,21,0,0.00,null,null,null,null,null,null,null,50193.28,Bacto_Peptone_Media_Blank_2_Y-B2_1_3945,79.05405:96356 80.05872:0 81.06339:0,null,591126,618381,609252,607775,26012,41322,40010,37978,5258,253,5150,4034,9130,15827,16189,21637,9167,9105,12184,8844,8017,8235,4495,6731,6649,3588,5585,155,606633.6832875,12731.3899453125,11352.7114524588,12070.8411576349
22,1.704,79.05460,Unknown,[M+H-H2O]+,null,0.82,False,null,null,null,null,null,null,999,False,False,False,Normalized unit: Intensity,False,False,22,0,0.00,null,null,null,null,null,null,null,26299.38,Pd_Pd_3_Y-B3_1_3861,79.05460:91480 80.05927:0 81.06394:0,null,0,0,0,0,368435,0,483548,472933,342562,227646,330245,241978,485578,515638,518718,512902,358195,433180,445624,385336,294313,306747,251264,302246,604949,532546,680742,538459,0,401407.639041667,0,147128.341425634
23,2.088,79.05467,Unknown,[M+H-H2O]+,null,0.04,False,null,null,null,null,null,null,999,False,False,False,Normalized unit: Intensity,False,False,23,0,0.00,null,null,null,null,null,null,null,23134.00,Pd_001srf_2_Y-D6_1_3859,79.05467:44254 80.05934:0 81.06401:0,null,0,0,0,0,255,379015,1156,1213,1017,199,1058,906,1460,1505,1367,1045,230,3007,1259,1044,242,208,1087,268,1602,339,1913,1253,0,16776.9853072917,0,77159.1419001837
24,13.501,79.49819,Unknown,[M+H]+,null,0.25,False,null,null,null,null,null,null,999,False,False,False,Normalized unit: Intensity,False,False,24,0,0.00,null,null,null,null,null,null,null,14950.16,Pd_dSRF_4_Y-C4_1_3870,79.49819:41560 80.50286:0 81.50753:0,null,60294,62331,181638,66444,20943,37158,167668,126466,31280,30307,52248,279279,41978,30414,178025,103688,34307,53566,138851,268051,33481,61447,83496,300161,48788,22055,45524,243816,92676.7877343751,101374.934388021,59362.5584367651,90545.0052940522
25,13.378,79.99691,Unknown,[M+Li]+,null,1.00,False,null,null,null,null,null,null,999,False,False,False,Normalized unit: Intensity,False,False,25,0,0.00,null,null,null,null,null,null,null,39724.20,Pd_dSRF_4_Y-C4_1_3870,79.99691:57670 81.00158:0 82.00625:0,null,555658,568515,660471,636639,721426,791276,824538,834829,733104,754160,790310,883582,748908,747112,824849,810939,722178,759259,791127,887675,707111,739054,801299,875055,721994,746212,765538,866025,605320.555078125,785314.938924479,51131.7235548569,55433.0189101818
26,9.601,80.94757,Unknown,[M+H]+,null,0.14,False,null,null,null,null,null,null,999,False,False,False,Normalized unit: Intensity,False,False,26,0,0.00,null,null,null,null,null,null,null,26939.00,Bacto_Peptone_Media_Blank_1_Y-B1_1_3944,80.94757:57978 81.95224:0 82.95691:0,null,2021918,1843232,1790174,1678974,1030901,1003514,938315,910123,1088004,1058562,610942,939045,1123323,1007021,930859,498254,1079111,1035871,979158,993350,1056928,1050973,894743,588157,668489,954536,934087,510919,1833574.58851562,911882.710117187,143005.523393738,188196.185714903
27,8.991,80.94767,Unknown,[M+H]+,null,0.11,False,null,null,null,null,null,null,999,False,False,False,Normalized unit: Intensity,False,False,27,0,0.00,null,null,null,null,null,null,null,30311.17,Bacto_Peptone_Media_Blank_1_Y-B1_1_3944,80.94767:41952 81.95234:0 82.95701:0,null,3071266,2272106,2823932,2723084,612572,607449,529381,440456,634653,1398382,473234,448855,546171,555793,464923,612293,1399226,1014878,1016504,478792,1345377,1406557,1253062,1322957,1385167,1377428,1234760,1270452,2722596.69290625,909555.11553125,334056.564650122,398872.714271987
28,12.299,80.94818,Unknown,[M+H]+,null,0.14,False,null,null,null,null,null,null,999,False,False,False,Normalized unit: Intensity,False,False,28,0,0.00,null,null,null,null,null,null,null,40710.69,Pd_dSRF_2_Y-C2_1_3856,80.94817:43204 81.95284:0 82.95751:0,null,4653664,3656310,4165390,3153901,3818632,1522535,2152657,3009762,2790336,2627465,2617307,1642516,2115200,1583554,1773920,2142152,2674975,3348081,1870712,2877595,1590455,2743411,1766791,3624945,2407677,2151482,2134268,6264203,3907316.35729688,2552109.52115625,646600.332299198,1019662.55972278
29,2.088,81.07024,Unknown,[M+H]+,null,0.04,False,null,null,null,null,null,null,999,False,False,False,Normalized unit: Intensity,False,False,29,0,0.00,null,null,null,null,null,null,null,24179.50,Pd_001srf_2_Y-D6_1_3859,81.07024:45338 82.07490:0 83.07957:0,null,0,0,0,0,945,407096,1329,5584,5359,236,1144,221,6900,3378,1574,1204,1714,4329,1168,1084,285,261,2899,215,9620,8074,3451,1393,0,19560.8966354167,0,82587.2777886811
30,1.707,81.07024,Unknown,[M+H]+,null,0.82,False,null,null,null,null,null,null,999,False,False,False,Normalized unit: Intensity,False,False,30,0,0.00,null,null,null,null,null,null,null,27416.66,Pd_Pd_3_Y-B3_1_3861,81.07024:96912 82.07490:0 83.07957:0,null,0,0,0,0,398166,0,520743,508005,350664,244520,340607,237127,504073,543731,542085,511075,381018,435045,450776,394021,312707,323094,268525,301005,654142,588682,699474,551310,0,419191.361067969,0,155434.555161787
31,13.502,82.99610,Unknown,[M+H]+,null,1.00,False,null,null,null,null,null,null,999,False,False,False,Normalized unit: Intensity,False,False,31,0,0.00,null,null,null,null,null,null,null,38364.47,Bacto_Peptone_Media_Blank_1_Y-B1_1_3944,82.99610:58674 84.00077:0 85.00544:1916,null,1309124,1333184,1368901,1364754,709413,1669021,1599310,1577432,700177,1495546,1531434,1605091,1478300,1536789,1560492,1610866,615578,692512,1541384,1616479,1416187,718728,1570365,1620322,717753,746286,1544746,1574240,1343990.91310938,1310352.12382292,28190.7947935256,403768.790824495
32,13.381,83.99709,Unknown,[M+H]+,null,1.00,False,null,null,null,null,null,null,999,False,False,False,Normalized unit: Intensity,False,False,32,0,0.00,null,null,null,null,null,null,null,29128.29,Pd_Bs_4_Y-B8_1_3869,83.99709:53416 85.00175:0 86.00642:0,null,329643,347002,377857,391941,539122,596420,595902,628026,546114,570997,577552,685196,538356,578053,614679,647469,542521,579617,585460,657638,546828,560581,603311,641370,529156,572719,552100,628316,361610.717109375,588229.252479166,28397.4985635371,42564.1632190865
33,0.622,84.04480,Unknown,[M-C6H10O4+H]+,null,1.00,False,null,null,null,null,null,null,999,False,False,False,Normalized unit: Intensity,False,False,33,0,0.00,null,null,null,null,null,null,null,176769.80,Pd_001srf_2_Y-D6_1_3859,84.04481:579672 85.04948:0 86.05414:0,null,3065185,3007902,3086912,3017729,2682454,3003439,2741460,2761522,2273744,2241746,2208898,2221500,2550842,2456742,2210926,2159750,2599359,2609387,2718883,2850073,2733799,2741988,2777947,2844442,3123933,3083679,2882358,3167984,3044431.94216078,2651952.39931169,37783.3985622859,306952.454044232
34,0.494,84.08061,Unknown,[M+H]+,null,1.00,True,null,null,null,null,null,null,999,False,False,False,Normalized unit: Intensity,False,False,34,0,0.00,null,null,null,null,null,null,null,305946.90,Pd_dSRF_1_Y-C1_1_3849,84.08114:354546 85.08581:0 86.09047:0,82.06596:54,10450730,10188379,9742335,10707743,4623494,5235216,4914057,5259775,4769951,3663125,4491026,3624453,4720933,4512799,5680653,4048782,5139201,4915012,5856110,5958418,6027147,5501853,5163952,6157954,5630411,5287439,5741200,5258614,10272296.8164492,5090898.98435047,412049.069456649,697740.188581851
35,0.495,84.95942,Unknown,[M+H]+,null,1.00,False,null,null,null,null,null,null,999,False,False,False,Normalized unit: Intensity,False,False,35,0,0.00,null,null,null,null,null,null,null,40197.65,Bacto_Peptone_Media_Blank_4_Y-B4_1_3947,84.95943:137114 85.96409:0 86.96876:0,null,1430541,1382665,1397084,1467400,651909,719560,665671,676990,729011,639339,683853,623132,664381,673508,675529,611276,654687,688855,736661,679823,750513,635490,657459,723387,715732,655960,699393,668664,1419422.73020937,678366.035931536,37751.7191744146,36397.7878158017
36,13.676,84.95942,Unknown,[M+H]+,null,1.00,False,null,null,null,null,null,null,999,False,False,False,Normalized unit: Intensity,False,False,36,0,0.00,null,null,null,null,null,null,null,78437.65,Bacto_Peptone_Media_Blank_1_Y-B1_1_3944,84.95943:122622 85.96409:0 86.96876:0,null,3507970,3051734,3314887,3139507,2926296,2781575,2865406,2766543,2947884,2889925,2770663,2779310,2958463,3024752,2832293,2911959,3226788,2769617,2972312,2824112,2872965,2880694,2727978,2757333,3064740,3122453,2917363,2913427,3253524.34042187,2896035.50338542,201847.796933079,124005.002960753
37,0.897,85.06522,Unknown,[M+3H]+,null,0.04,False,null,null,null,null,null,null,999,False,False,False,Normalized unit: Intensity,False,False,37,0,0.00,null,null,null,null,null,null,null,11329.38,Pd_dd_4_Y-D4_1_3872,85.06522:27980 86.06989:0 87.07456:0,null,0,0,0,0,0,0,0,0,24145,8088,21588,18804,104821,143894,159511,160980,138043,146314,126785,126430,149642,130882,113201,151051,0,0,5044,0,0,72050.9471773437,0,68406.9513763702
38,13.493,86.00589,Unknown,[M+H]+,null,0.96,False,null,null,null,null,null,null,999,False,False,False,Normalized unit: Intensity,False,False,38,0,0.00,null,null,null,null,null,null,null,17833.82,Bacto_Peptone_Media_Blank_1_Y-B1_1_3944,86.00589:38804 87.01056:0 88.01523:0,null,786923,819156,852406,836832,532316,585759,564360,459444,263351,529413,578903,462363,497877,540409,562218,443825,508671,542667,565824,426936,474145,559793,451797,457136,519962,527791,580784,420163,823829.4919375,502329.501236979,28104.76375,72613.3368617449
39,0.672,86.09615,Unknown,[M+H]+,null,1.00,True,null,null,null,null,null,null,999,False,False,False,Normalized unit: Intensity,False,False,39,0,0.00,null,null,null,null,null,null,null,5481969.00,Bacto_Peptone_Media_Blank_2_Y-B2_1_3945,86.09615:28708068 87.10082:0 88.10549:0,86.05508:40 86.10156:50,205660814,209134066,208894644,206688252,62039229,65981158,62550061,64624878,39193701,25656374,36146136,32551238,44081923,42762361,41508257,38881669,46434829,48471973,46461381,47841982,44615092,47649503,47921611,44871596,60996811,63350611,62174296,58272808,207594444.027316,48959978.2393191,1695195.57081282,11127465.3714739
40,3.145,86.09628,Unknown,[M+H]+,null,0.14,False,null,null,null,null,null,null,999,False,False,False,Normalized unit: Intensity,False,False,40,0,0.00,null,null,null,null,null,null,null,48519.63,Bacto_Peptone_Media_Blank_4_Y-B4_1_3947,86.09628:90556 87.10095:0 88.10562:0,null,3179461,3520258,3637894,3753876,374059,80197,429885,455406,1665813,306109,419923,414055,382862,386720,403019,437816,401845,422042,426635,478957,441346,522295,475376,481771,2476140,451441,504518,499661,3522872.47098438,555745.553885417,248012.645484382,489395.317799503
41,4.257,86.09681,Unknown,[M+H]+,null,0.61,False,null,null,null,null,null,null,999,False,False,False,Normalized unit: Intensity,False,False,41,0,0.00,null,null,null,null,null,null,null,56381.84,Pd_Pd_1_Y-B1_1_3847,86.09681:162014 87.10148:0 88.10614:0,null,1167097,1201146,1195757,1235451,1602158,1163106,1974313,2146834,3666223,2046478,3392815,1664492,1757677,1689518,1944929,2131589,1925808,1871589,1754604,2350106,3443598,4315537,3701317,3904858,4050825,3870048,4212990,3992002,1199862.61115625,2690558.91416927,28039.1973032609,1046405.72640866
42,3.831,86.09689,Unknown,[M+H]+,null,0.04,False,null,null,null,null,null,null,999,False,False,False,Normalized unit: Intensity,False,False,42,0,0.00,null,null,null,null,null,null,null,60185.25,Pd_001srf_2_Y-D6_1_3859,86.09689:131848 87.10155:0 88.10622:0,null,1277511,1377628,1449808,1445204,1352101,1845395,1252851,1652246,1574934,1037192,1472439,1181381,1124954,1141682,1477942,1402306,1296327,1242625,1322345,1402342,1370609,1820514,1445944,1689173,2021775,1565778,1868775,1571480,1387537.95898438,1463879.49726563,80430.1953467983,257071.26635777
43,0.670,86.15214,Unknown,[M+H]+,null,0.14,False,null,null,null,null,null,null,999,False,False,False,Normalized unit: Intensity,False,False,43,0,0.00,null,null,null,null,null,null,null,24609.59,Pd_001srf_4_Y-D8_1_3873,86.15214:105460 87.15681:0 88.16147:0,null,2194682,2173414,2223128,2100518,230129,239605,265134,299039,45494,0,35005,13387,74030,70484,56284,51932,88702,91229,93551,140824,84223,95088,101330,94922,249851,209206,282461,198975,2172935.403625,129620.236609635,52398.203458565,91461.4156566385
44,0.702,86.17683,Unknown,[M+H]+,null,0.14,False,null,null,null,null,null,null,999,False,False,False,Normalized unit: Intensity,False,False,44,0,0.00,null,null,null,null,null,null,null,37963.13,Bacto_Peptone_Media_Blank_3_Y-B3_1_3946,86.17683:113308 87.18149:0 88.18616:0,null,420948,421277,430711,376303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,412309.634171875,0,24427.6232038199,0
45,0.702,86.35998,Unknown,[M+H]+,null,0.14,False,null,null,null,null,null,null,999,False,False,False,Normalized unit: Intensity,False,False,45,0,0.00,null,null,null,null,null,null,null,10905.59,Bacto_Peptone_Media_Blank_2_Y-B2_1_3945,86.35998:38486 87.36465:0 88.36931:0,null,115734,118359,116638,105016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113936.74195625,0,6046.04820720182,0
46,13.485,86.50524,Unknown,[M+H]+,null,0.71,False,null,null,null,null,null,null,999,False,False,False,Normalized unit: Intensity,False,False,46,0,0.00,null,null,null,null,null,null,null,11887.23,Bacto_Peptone_Media_Blank_3_Y-B3_1_3946,86.50524:24358 87.50991:0 88.51458:0,null,273569,287689,297637,278842,161124,186987,202192,202413,168120,173849,194702,214171,146664,176122,198847,221191,149956,177165,195682,202582,165954,167444,191329,211823,164467,183963,195382,202060,284434.150046875,185591.145763021,10555.1217502746,20359.1471665007
