"30",1.707,81.07024,"Unknown","[M+H]+","null","0.82","False","null","null","null","null","null","null","999","False","False","False","Normalized unit: Intensity","False","False","30","0","0.00","null","null","null","null","null","null","null","27416.66","Pd_Pd_3_Y-B3_1_3861","81.07024:96912 82.07490:0 83.07957:0","null",0,0,0,0,398166,0,520743,508005,350664,244520,340607,237127,504073,543731,542085,511075,381018,435045,450776,394021,312707,323094,268525,301005,654142,588682,699474,551310,"0","419191.361067969","0","155434.555161787"
"37",0.897,85.06522,"Unknown","[M+3H]+","null","0.04","False","null","null","null","null","null","null","999","False","False","False","Normalized unit: Intensity","False","False","37","0","0.00","null","null","null","null","null","null","null","11329.38","Pd_dd_4_Y-D4_1_3872","85.06522:27980 86.06989:0 87.07456:0","null",0,0,0,0,0,0,0,0,24145,8088,21588,18804,104821,143894,159511,160980,138043,146314,126785,126430,149642,130882,113201,151051,0,0,5044,0,"0","72050.9471773437","0","68406.9513763702"
"49",6.433,87.05564,"Unknown","[M+H]+","null","0.86","False","null","null","null","null","null","null","999","False","False","False","Normalized unit: Intensity","False","False","49","0","0.00","null","null","null","null","null","null","null","44297.95","Pd_Pd_3_Y-B3_1_3861","87.05564:137070 88.06031:0 89.06498:0","null",0,0,0,0,591609,543339,587201,574047,757070,469898,762858,726272,547763,530949,562871,588118,693029,693154,732617,738824,695106,740064,702554,711932,781405,754330,800257,752071,"0","668222.489263021","0","95860.1355918581"
"52",6.444,88.03977,"Unknown","[M+H]+","null","0.07","False","null","null","null","null","null","null","999","False","False","False","Normalized unit: Intensity","False","False","52","0","0.00","null","null","null","null","null","null","null","10678.63","Pd_Pd_1_Y-B1_1_3847","88.03977:23032 89.04444:0 90.04911:0","null",0,0,0,0,106886,99086,113766,106233,138405,74964,144717,139071,107009,105561,99898,109469,120351,122474,138194,140570,128517,138650,128290,134646,156862,137884,153300,146116,"0","124621.590138021","0","20315.4882779568"
"55",0.572,89.10771,"Unknown","[M+H]+","null","0.11","False","null","null","null","null","null","null","999","False","False","False","Normalized unit: Intensity","False","False","55","0","0.00","null","null","null","null","null","null","null","12105.88","Pd_dSRF_1_Y-C1_1_3849","89.10770:21972 90.11237:0 91.11704:0","null",0,0,0,0,57613,48029,98256,68018,157744,121288,155546,76365,50244,90243,80431,86255,154198,137668,124893,184193,221078,156263,121822,169985,161840,104227,139247,113300,"0","119947.803691667","0","45383.0722720673"
"68",3.089,95.08612,"Unknown","[M+H-H2O]+","null","0.39","False","null","null","null","null","null","null","999","False","False","False","Normalized unit: Intensity","False","False","68","0","0.00","null","null","null","null","null","null","null","12796.50","Pd_dSRF_2_Y-C2_1_3856","95.08612:26010 96.09079:0 97.09546:0","null",0,0,0,0,71635,0,84741,80201,94116,52560,75638,66463,76128,70342,76006,61240,174394,162562,177787,181092,249831,257637,246009,250156,203726,197629,203493,188865,"0","137593.738296875","0","77228.8787143778"
"73",1.714,97.06511,"Unknown","[M+H]+","null","0.82","False","null","null","null","null","null","null","999","False","False","False","Normalized unit: Intensity","False","False","73","0","0.00","null","null","null","null","null","null","null","40375.42","Pd_Pd_3_Y-B3_1_3861","97.06512:138728 98.06978:0 99.07445:0","null",59976,47483,42606,48745,600514,2029,820091,795787,557180,379615,535640,389353,765514,828171,861569,777916,626096,733786,735593,606932,531801,545080,424699,502732,1043993,912369,1178816,912917,"49702.6508984375","669507.967417187","7342.59793998393","248417.331135636"
"74",2.088,97.06515,"Unknown","[M+H]+","null","0.04","False","null","null","null","null","null","null","999","False","False","False","Normalized unit: Intensity","False","False","74","0","0.00","null","null","null","null","null","null","null","34804.75","Pd_001srf_2_Y-D6_1_3859","97.06515:65292 98.06982:0 99.07448:0","null",5139,843,0,212,8788,617559,20786,18775,6649,1806,6238,5389,20524,11462,15140,12120,11291,28472,21668,8533,6342,5446,5725,5506,23885,21421,49639,31095,"1548.75703125","40177.4798609375","2420.4201445678","123467.515248426"
"99",2.601,104.05311,"Unknown","[M+H]+","null","0.82","False","null","null","null","null","null","null","999","False","False","False","Normalized unit: Intensity","False","False","99","0","0.00","null","null","null","null","null","null","null","17559.64","Pd_Pd_1_Y-B1_1_3847","104.05311:55454 105.05778:0 106.06244:0","null",0,0,0,0,263465,0,280422,322964,330546,184739,255299,202732,207422,175825,243447,226661,281831,252517,249968,285566,281183,420116,302359,344152,473957,349495,452976,353842,"0","280895.1031875","0","98416.6891725809"
"100",4.08,104.0532,"Unknown","[M+H]+","null","0.32","False","null","null","null","null","null","null","999","False","False","False","Normalized unit: Intensity","False","False","100","0","0.00","null","null","null","null","null","null","null","13633.28","Pd_Pd_1_Y-B1_1_3847","104.05321:47858 105.05788:0 106.06254:0","null",0,0,0,0,218861,131129,214652,286000,348850,161939,248882,186981,167129,134680,214753,187672,252291,238778,238840,275769,289843,334671,292999,294290,432695,297519,390926,307379,"0","256147.05896875","0","76841.4236968359"
"101",3.289,104.05327,"Unknown","[M+H]+","null","0.04","False","null","null","null","null","null","null","999","False","False","False","Normalized unit: Intensity","False","False","101","0","0.00","null","null","null","null","null","null","null","10974.63","Pd_001srf_2_Y-D6_1_3859","104.05328:19360 105.05794:0 106.06261:0","null",0,0,0,0,0,186898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","7787.40740364584","0","38150.3491162085"
"106",1.283,105.07028,"Unknown","[M+H]+","null","0.04","False","null","null","null","null","null","null","999","False","False","False","Normalized unit: Intensity","False","False","106","0","0.00","null","null","null","null","null","null","null","24292.25","Pd_001srf_2_Y-D6_1_3859","105.07028:60364 106.07495:0 107.07962:0","null",4884,5126,3183,4964,349898,359696,27188,29938,52411,31732,44863,456719,456517,508816,47040,492302,379085,422002,45450,407648,35652,464184,357669,435827,51051,451552,41756,422577,"4539.1989703125","265482.066898438","909.642156541235","197770.620921643"
"107",4.891,105.07048,"Unknown","[M+H]+","null","0.11","False","null","null","null","null","null","null","999","False","False","False","Normalized unit: Intensity","False","False","107","0","0.00","null","null","null","null","null","null","null","13575.25","Pd_dSRF_2_Y-C2_1_3856","105.07048:42252 106.07515:0 107.07982:0","null",7856,0,5837,0,34199,74914,37204,45710,83279,51833,73947,69192,43499,56653,55307,58902,139269,151490,160218,154564,213086,236251,180849,207093,159119,130837,174450,133441,"3423.053078125","113554.401322917","4037.64531450658","63138.21834855"
"114",1.591,107.04943,"Unknown","[M+H]+","null","0.82","True","null","null","null","null","null","null","999","False","False","False","Normalized unit: Intensity","False","False","114","0","0.00","null","null","null","null","null","null","null","41378.71","Pd_Pd_2_Y-B2_1_3854","107.04942:100384 108.05409:0 109.05876:0","79.05383:116 107.04937:1024",0,0,0,0,531445,26346,670531,655895,680984,416845,644305,588086,738670,777372,791828,819288,813414,791717,791605,787064,725051,768333,705281,741682,1005251,890314,1089621,897991,"0","722871.688481511","0","204673.662465058"
"115",1.927,107.04945,"Unknown","[M+H]+","null","0.04","False","null","null","null","null","null","null","999","False","False","False","Normalized unit: Intensity","False","False","115","0","0.00","null","null","null","null","null","null","null","26720.00","Pd_001srf_2_Y-D6_1_3859","107.04945:35636 108.05412:0 109.05879:0","null",0,0,0,0,16661,527501,25662,26500,25767,10236,23314,25735,18789,37283,30804,26359,34200,31673,44161,36749,26023,20609,32635,28853,44724,28583,56390,28663,"0","50328.0174393229","0","102099.326919036"
"117",3.995,109.1015,"Unknown","[M+Li]+","null","0.36","False","null","null","null","null","null","null","999","False","False","False","Normalized unit: Intensity","False","False","117","0","0.00","null","null","null","null","null","null","null","17727.49","Pd_dSRF_4_Y-C4_1_3870","109.10150:52712 110.10617:0 111.11084:0","null",0,0,0,0,92261,932,105648,108182,110584,79375,111054,92627,92366,88599,92821,91904,191492,194261,205408,234839,302889,312644,304922,314524,261908,239822,254581,251548,"0","172299.607932292","0","93042.4666190921"
"130",3.085,113.09662,"Unknown","[M+H]+","null","0.43","True","null","null","null","null","null","null","999","False","False","False","Normalized unit: Intensity","False","False","130","0","0.00","null","null","null","null","null","null","null","16104.03","Pd_Pd_1_Y-B1_1_3847","113.09644:28102 114.10110:0 115.10577:0","113.07120:112",0,0,0,0,77728,0,114364,105917,104637,56728,94618,82601,71416,77930,85059,86003,215890,221145,224214,220905,324302,340458,319617,329827,239217,225569,251970,238205,"0","171179.9291875","0","101675.028293158"
"163",4.41,120.08115,"Unknown","[M+H]+","null","0.75","False","null","null","null","null","null","null","999","False","False","False","Normalized unit: Intensity","False","False","163","0","0.00","null","null","null","null","null","null","null","29490.69","Pd_dSRF_2_Y-C2_1_3856","120.08115:36956 121.08581:0 122.09048:0","null",51085,105533,51380,52323,1065136,755133,1115129,1203043,1525158,1000118,1237767,1032628,903608,959749,1033067,1163457,1203475,1212760,1148005,1342778,1380675,1624425,1277426,1704337,1701028,1332203,1528703,1313154,"65079.8808906252","1240123.33458594","26973.6349114859","248500.907369033"
"168",0.63,121.03997,"Unknown","[M+H]+","null","0.04","False","null","null","null","null","null","null","999","False","False","False","Normalized unit: Intensity","False","False","168","0","0.00","null","null","null","null","null","null","null","14037.38","Pd_dSRF_3_Y-C3_1_3863","121.03997:37582 122.04464:0 123.04931:0","null",0,5626,0,0,33296,17162,42215,39027,36571,36053,45069,40065,33435,35140,35519,33319,44203,39966,47541,38476,51334,44629,197246,43871,44792,44356,44315,36129,"1406.5683484375","45988.6861614583","2813.136696875","32929.1168662655"
"170",2.867,121.06526,"Unknown","[M+H]+","null","0.82","True","null","null","null","null","null","null","999","False","False","False","Normalized unit: Intensity","False","False","170","0","0.00","null","null","null","null","null","null","null","102058.10","Pd_dSRF_2_Y-C2_1_3856","121.06525:326892 122.06992:0 123.07459:0","91.05487:80 93.07050:130 103.05256:130 103.06538:78",16033,5735,23483,6103,553517,0,719638,746381,1307581,835176,1177119,1084595,787682,821169,891460,894290,2328486,2318658,2282150,2348923,3191481,3374679,2740390,2987991,2397439,2120871,2523900,2032414,"12838.582375","1686082.95736458","8550.35970614704","962173.320321096"
"171",3.507,121.06527,"Unknown","[M+H-H2O]+","null","0.04","False","null","null","null","null","null","null","999","False","False","False","Normalized unit: Intensity","False","False","171","0","0.00","null","null","null","null","null","null","null","32908.00","Pd_001srf_2_Y-D6_1_3859","121.06527:58578 122.06994:0 123.07460:0","null",0,0,0,0,0,546123,0,0,20405,5491,13720,4955,5543,0,0,0,29484,34324,27596,30642,42587,49145,41565,48112,30662,29342,40420,24849,"0","42706.8262994792","0","108595.561046195"
"173",4.882,122.09686,"Unknown","[M+NH4]+","null","0.18","False","null","null","null","null","null","null","999","False","False","False","Normalized unit: Intensity","False","False","173","0","0.00","null","null","null","null","null","null","null","13821.13","Pd_dSRF_2_Y-C2_1_3856","122.09686:49770 123.10153:0 124.10620:0","null",0,0,0,0,21651,31901,39284,37695,76805,54958,75362,71802,50080,51859,56916,56432,132453,151292,158928,134189,231529,241729,170147,201192,172042,132937,176113,118870,"0","110257.008489583","0","66479.5051332644"
"174",0.484,122.58657,"Unknown","[M+IsoProp+H]+","null","0.82","False","null","null","null","null","null","null","999","False","False","False","Normalized unit: Intensity","False","False","174","0","0.00","null","null","null","null","null","null","null","49960.66","Pd_001srf_2_Y-D6_1_3859","122.58657:103640 123.59124:0 124.59591:0","null",53038,63608,55702,61377,848490,959878,892289,930185,685536,608383,731750,583488,659727,634494,694693,630094,620702,582134,662921,694089,573492,587616,585693,591594,694347,684613,725028,725899,"58431.046778125","691130.648551823","4899.7377137405","111955.092881318"
"177",4.75,123.11706,"Unknown","[M+H]+","null","0.25","False","null","null","null","null","null","null","999","False","False","False","Normalized unit: Intensity","False","False","177","0","0.00","null","null","null","null","null","null","null","15252.36","Pd_dSRF_1_Y-C1_1_3849","123.11707:61220 124.12173:0 125.12640:0","null",0,0,0,0,38350,53653,50928,49865,134790,95105,145817,123037,74175,83341,80019,81865,200388,230643,215787,214854,277900,322459,258332,290315,163859,155928,180060,142213,"0","152653.602166667","0","83779.1437462852"
"181",1.707,125.05993,"Unknown","[M+H-H2O]+","null","0.82","True","null","null","null","null","null","null","999","False","False","False","Normalized unit: Intensity","False","False","181","0","0.00","null","null","null","null","null","null","null","52914.85","Pd_Pd_3_Y-B3_1_3861","125.05993:184230 126.06460:0 127.06926:0","77.03865:242 79.05438:854 81.07073:600",0,0,0,0,737979,0,1038832,995509,660053,457308,640847,461104,981572,1065362,1074418,1005615,734039,864580,861251,755058,591583,635315,497787,607185,1246155,1095005,1359883,1073724,"0","810006.88010651","0","303796.020361322"
"182",2.088,125.05997,"Unknown","[M+H-H2O]+","null","0.04","False","null","null","null","null","null","null","999","False","False","False","Normalized unit: Intensity","False","False","182","0","0.00","null","null","null","null","null","null","null","47299.00","Pd_001srf_2_Y-D6_1_3859","125.05997:88476 126.06464:0 127.06931:0","null",0,0,0,0,1515,795889,3855,5296,1645,1129,2133,1593,5740,9888,5948,1715,1916,5442,2390,3699,1221,1402,4068,1858,10487,2387,22619,11968,"0","37741.7514192709","0","161558.25185701"
"186",0.559,126.09145,"Unknown","[M+H]+","null","0.86","False","null","null","null","null","null","null","999","False","False","False","Normalized unit: Intensity","False","False","186","0","0.00","null","null","null","null","null","null","null","21753.44","Pd_dSRF_4_Y-C4_1_3870","126.09145:44014 127.09611:0 128.10078:0","null",13244,21479,19211,18656,179192,196911,190587,201922,380206,308307,322596,347020,259957,251370,274896,263289,330651,354590,342747,335116,391877,410825,370145,404821,317967,303997,335473,290790,"18147.5684859375","306885.473522135","3489.46048260499","67931.3908428118"
"207",1.568,130.12295,"Unknown","[M+H]+","null","0.57","False","null","null","null","null","null","null","999","False","False","False","Normalized unit: Intensity","False","False","207","0","0.00","null","null","null","null","null","null","null","14854.09","Pd_dd_3_Y-D3_1_3865","130.12294:51286 131.12761:0 132.13228:0","null",0,0,0,0,65726,0,71784,69278,0,0,0,0,292240,320982,324854,317892,167321,150404,164086,160946,219579,215435,210402,237486,187185,175317,191134,179123,"0","155049.031147135","0","107432.562568156"
"215",1.626,132.0657,"Unknown","[M+H]+","null","0.04","False","null","null","null","null","null","null","999","False","False","False","Normalized unit: Intensity","False","False","215","0","0.00","null","null","null","null","null","null","null","71986.75","Pd_dd_4_Y-D4_1_3872","132.06570:127412 133.07037:0 134.07504:0","null",135801,134651,121200,129767,1083167,620223,1092088,1142402,1260314,813672,1284405,1145022,1341447,1462793,1608216,1596479,1312382,1282911,1270741,1313870,1437298,1468432,1372161,1414681,1081104,1003492,1100798,1033072,"130354.71583125","1230882.15789401","6640.25232581325","233110.112529425"
"222",5.706,133.06098,"Unknown","[M+H]+","null","0.14","False","null","null","null","null","null","null","999","False","False","False","Normalized unit: Intensity","False","False","222","0","0.00","null","null","null","null","null","null","null","20393.59","Pd_dSRF_4_Y-C4_1_3870","133.06099:55608 134.06566:0 135.07032:0","null",0,0,0,0,166610,189633,205487,198714,328989,212198,335599,283731,231809,226389,279523,257977,270029,277582,288938,282287,338973,327722,315514,331065,300909,308336,329656,296609,"0","274345.006497396","0","51917.8835121996"
"223",6.431,133.06104,"Unknown","[M+H]+","null","0.86","True","null","null","null","null","null","null","999","False","False","False","Normalized unit: Intensity","False","False","223","0","0.00","null","null","null","null","null","null","null","226529.80","Pd_Pd_3_Y-B3_1_3861","133.06104:726346 134.06570:0 135.07037:0","87.10106:60",0,0,0,0,3000932,2798882,3039194,2995460,3895193,2328405,3904107,3665178,2819040,2891995,2962495,3003089,3577989,3546408,3734245,3797691,3497940,3727936,3596847,3645689,4138009,3772204,4176294,3862296,"0","3432396.57023958","0","488588.58214397"
"224",0.503,133.06906,"Unknown","[M+H-H2O]+","null","0.04","False","null","null","null","null","null","null","999","False","False","False","Normalized unit: Intensity","False","False","224","0","0.00","null","null","null","null","null","null","null","23398.25","Pd_Bs_2_Y-B6_1_3855","133.06906:48116 134.07373:0 135.07840:0","null",0,0,0,0,355725,343869,380086,417634,387121,367417,387606,377671,398115,411807,373980,368077,370171,419956,442945,437476,398476,413085,446385,471778,488329,481545,434480,399560,"0","407220.629441406","0","39530.2703685682"
"239",0.558,138.06648,"Unknown","[M+H]+","null","0.82","False","null","null","null","null","null","null","999","False","False","False","Normalized unit: Intensity","False","False","239","0","0.00","null","null","null","null","null","null","null","20367.60","Pd_Bs_1_Y-B5_1_3848","138.06648:27970 139.07115:0 140.07582:0","null",53926,26010,45729,47854,202806,240797,226898,236034,491323,411265,470540,470277,334585,350551,371094,349052,281378,289751,292571,289431,296031,286840,279477,301683,263209,247435,273593,236953,"43379.6529890625","312232.170486458","12089.4019402775","79970.4893668585"
"241",2.867,138.0917,"Unknown","[M+H]+","null","0.82","False","null","null","null","null","null","null","999","False","False","False","Normalized unit: Intensity","False","False","241","0","0.00","null","null","null","null","null","null","null","32835.59","Pd_dSRF_2_Y-C2_1_3856","138.09171:100228 139.09637:0 140.10104:0","null",0,0,0,0,190248,0,231600,240779,430367,269512,378036,347267,257801,264266,288869,274380,755990,744023,741497,735054,1028503,1033884,877579,938309,757167,713563,776816,654316,"0","538742.673463542","0","302518.799365681"
"243",0.544,139.05076,"Unknown","[M+H-2H2O]+","null","0.86","False","null","null","null","null","null","null","999","False","False","False","Normalized unit: Intensity","False","False","243","0","0.00","null","null","null","null","null","null","null","17860.32","Pd_dSRF_3_Y-C3_1_3863","139.05077:46372 140.05543:0 141.06010:0","null",33495,16763,25315,33530,197562,185561,194235,199373,227036,194442,223604,223627,212252,226762,231550,215384,265745,278418,282151,286865,322239,289230,392444,319431,287712,291152,297836,268400,"27275.89525","254708.795683073","8003.12738155267","51756.9397700471"
"244",4.835,139.11207,"Unknown","[M+H]+","null","0.07","False","null","null","null","null","null","null","999","False","False","False","Normalized unit: Intensity","False","False","244","0","0.00","null","null","null","null","null","null","null","11903.56","Pd_dSRF_2_Y-C2_1_3856","139.11208:36488 140.11674:0 141.12141:0","null",0,0,214,278,37364,42773,50763,49475,46408,32182,46864,42719,45796,45627,44616,44557,99646,124991,123185,125000,163243,176078,164105,168446,120332,117835,131389,125005,"122.87846875","90350.0818151042","144.247488987257","50330.6706227579"
"254",0.888,144.06573,"Unknown","[M+NH4]+","null","0.86","False","null","null","null","null","null","null","999","False","False","False","Normalized unit: Intensity","False","False","254","0","0.00","null","null","null","null","null","null","null","15729.57","Pd_001srf_4_Y-D8_1_3873","144.06572:54908 145.07039:0 146.07506:0","null",2529,1332,14658,41868,357121,350289,320727,350354,362525,214925,374362,314045,262823,253881,258721,242390,187401,190939,197674,205584,206038,251800,207788,229709,270451,257169,312697,290490,"15096.58878125","269579.276739063","18835.31265064","60240.8407121733"
"280",0.621,148.09703,"Unknown","[M+ACN+Na]+","null","0.07","False","null","null","null","null","null","null","999","False","False","False","Normalized unit: Intensity","False","False","280","0","0.00","null","null","null","null","null","null","null","30088.56","Pd_001srf_4_Y-D8_1_3873","148.09703:76922 149.10170:0 150.10637:0","null",46382,33499,10548,48455,369002,332582,382505,386024,37573,36179,46384,39891,140873,134944,140864,133492,231674,233836,253322,253362,147041,150350,155331,177607,237322,263722,285413,278135,"34721.045496875","201976.1537375","17420.6346003276","107646.690851976"
"285",2.281,149.07421,"Unknown","[M+H]+","null","0.04","False","null","null","null","null","null","null","999","False","False","False","Normalized unit: Intensity","False","False","285","0","0.00","null","null","null","null","null","null","null","10341.75","Pd_dd_1_Y-D1_1_3851","149.07420:22466 150.07887:0 151.08354:0","null",0,0,0,0,35245,0,78180,69457,118676,66601,110486,108374,159232,145024,140637,122813,78225,74921,81545,69763,57730,60380,54832,60318,116935,131597,134447,103754,"0","90798.8143046875","0","38862.7313850954"
"287",5.702,151.08682,"Unknown","[M+H]+","null","0.18","False","null","null","null","null","null","null","999","False","False","False","Normalized unit: Intensity","False","False","287","0","0.00","null","null","null","null","null","null","null","10643.33","Pd_Pd_3_Y-B3_1_3861","151.08682:34816 152.09149:3370 153.09616:0","null",0,0,0,0,105897,103526,125545,116237,124699,76262,123285,94953,105453,106587,116371,117786,124272,132823,127498,126704,122165,124966,121737,131329,145156,137450,156651,138549,"0","121079.163526042","0","16861.7624947004"
"291",0.495,154.04761,"Unknown","[M+H]+","null","0.86","False","null","null","null","null","null","null","999","False","False","False","Normalized unit: Intensity","False","False","291","0","0.00","null","null","null","null","null","null","null","58773.41","Pd_dSRF_4_Y-C4_1_3870","154.04761:196556 155.05228:0 156.05694:0","null",22399,31544,26305,20116,490913,399619,520868,526726,677706,554897,663366,681987,602148,672372,649842,679126,819756,857555,800361,794672,913149,895437,937083,922531,880727,861203,873175,790100,"25090.9768203125","727721.547757292","5003.52480462905","155819.870065463"
"319",0.769,160.07609,"Unknown","[M+H]+","null","0.86","True","null","null","null","null","null","null","999","False","False","False","Normalized unit: Intensity","False","False","319","0","0.00","null","null","null","null","null","null","null","296667.00","Pd_001srf_2_Y-D6_1_3859","160.07608:835216 161.08075:0 162.08542:0","115.05545:62 117.05834:20 117.07108:34 130.06552:174 130.07835:44 131.01610:42 132.08018:310 142.06597:38 143.05000:72 160.07613:4668 160.10947:46 160.87116:36",144940,144937,129504,123485,4168590,4917080,4071170,4239509,4092443,3042393,4154187,3894666,4282398,4190159,3884045,3965508,3984972,4161244,4086964,4150729,4164233,4073424,3966106,4148921,4220103,4146129,4375945,4179358,"135716.148220312","4106678.16382266","10928.4296057295","302542.396771324"
"323",10.167,162.90725,"Unknown","[M+H]+","null","0.04","False","null","null","null","null","null","null","999","False","False","False","Normalized unit: Intensity","False","False","323","0","0.00","null","null","null","null","null","null","null","17510.75","Pd_Bs_1_Y-B5_1_3848","162.90724:18612 163.91191:0 164.91658:0","null",182879,120947,175890,152490,1689739,1507838,336228,2065464,1944269,1918408,1745421,610906,1953851,327990,2030753,1802661,1986251,2019410,1993041,2101466,1945285,1448037,2044512,2028259,1889598,322774,1010868,1577952,"158051.501609375","1595874.0471849","27942.3023255506","602032.903728924"
"328",4.873,164.10762,"Unknown","[M+H]+","null","0.11","False","null","null","null","null","null","null","999","False","False","False","Normalized unit: Intensity","False","False","328","0","0.00","null","null","null","null","null","null","null","12491.33","Pd_dSRF_2_Y-C2_1_3856","164.10762:41454 165.11229:0 166.11696:0","null",0,0,0,0,21736,0,27707,23565,57854,54495,68179,48663,38762,50704,49455,57300,120589,128838,106300,113376,188956,198002,147022,156733,138823,110185,144521,101577,"0","89722.5267447916","0","55454.2059149215"
"329",1.716,165.05253,"Unknown","[M+Na]+","null","0.82","False","null","null","null","null","null","null","999","False","False","False","Normalized unit: Intensity","False","False","329","0","0.00","null","null","null","null","null","null","null","19379.83","Pd_Pd_3_Y-B3_1_3861","165.05254:64240 166.05720:0 167.06187:0","null",0,0,0,0,258812,0,350671,352185,259035,227927,246125,180093,416953,425051,422767,398019,299795,344199,351263,301351,265995,250524,213861,252952,487572,440473,526629,419387,"0","320484.96704401","0","114856.207870598"
