"Feature","mz","rt","Orbi_P_E2_EXBLANKA","Orbi_P_E2_EXBLANKB","Orbi_P_E2_EXBLANKC","Orbi_P_E2_Wasteblank4","Orbi_P_E2_Wasteblank5","Orbi_P_E2_Wasteblank6","Orbi_P_E2_WS03A","Orbi_P_E2_WS03B","Orbi_P_E2_WS03C"
"4070",281.15433,6.95,433972,346093,346048,342946,371586,361059,399145,326143,361878
"4071",281.15436,4.716,6870,2802,2550,1628,1182,4098,140061,176785,162903
"4072",281.15445,7.331,252895,316015,286828,303340,291962,277966,310735,317419,334278
"4073",281.19693,2.986,126134,209757,210910,202375,191811,185177,202496,213395,210401
"4074",281.21198,8.713,330395,275606,254677,258768,245063,233714,324604,264248,338796
"4075",281.26691,9.631,97136,0,0,0,0,0,0,0,0
"4076",281.26767,7.01,2999467,244913,286775,0,0,0,0,0,0
"4077",281.90646,11.669,180011,110309,137445,149790,151357,99911,117955,210240,153559
"4078",281.9447,0.422,0,2805,0,2163,0,2093,30077,39409,32339
"4079",281.96042,0.526,0,0,0,0,0,0,151588,212909,97382
"4080",282.09781,2.868,270557,0,0,0,0,0,295300,277611,258563
"4081",282.11133,3.591,250279,0,3925,0,0,0,0,1842,0
"4082",282.11313,3.13,5169,0,0,0,0,0,37093,38830,42295
"4083",282.11877,0.546,0,0,0,0,0,0,6378550,6757840,6499184
"4084",282.13156,2.468,141526,0,0,0,0,0,0,0,0
"4085",282.13205,2.343,170840,0,1825,0,0,0,2157,0,0
"4086",282.15512,1.202,0,0,0,0,0,0,3159359,3448511,3212946
"4087",282.15515,1.582,0,0,0,0,0,0,164138,150674,146903
"4088",282.15533,1.425,0,0,0,0,0,0,472327,495550,484376
"4089",282.16803,9.077,144052,19144,10056,1947,0,2194,2185,0,2393
"4090",282.16852,3.304,1503355,86958,144853,0,0,0,1296,1850,0
"4091",282.20474,5.955,446987,1910,0,0,0,0,1754,0,0
"4092",282.2056,4.189,111333,0,2921,0,0,0,0,0,0
"4093",282.20752,4.724,233307,1302,1461,0,0,0,2175,0,1911
"4094",282.22217,11.803,3285,3808,5542,5558,3657,9671,9416,36971,14794
"4095",282.24316,5.923,126214,0,0,0,0,0,0,0,0
"4096",282.24326,6.653,66180,0,0,0,0,1680,2496,0,0
"4097",282.24344,5.435,123237,0,0,0,0,0,0,0,0
"4098",282.24353,7.029,4173651,157353,109819,0,1697,0,0,0,0
"4099",282.24353,7.159,6337038,284367,284825,0,1697,2364,2180,0,0
"4100",282.24374,5.002,332136,6753,6061,0,0,0,0,0,0
"4101",282.24377,4.928,308650,10437,11343,0,0,0,0,0,0
"4102",282.27951,9.328,5951,44066,3153,17025,10365,3468,55092,63491,26780
"4103",282.27985,9.633,123710920,17900470,15631781,20824,10246,16949,3838291,4198342,3892544
"4104",282.27991,10.498,104643,7156,2121,3968,6475,3309,2132,2635,1728
"4105",282.28003,7.859,4851944,341348,341278,2190,2308,1745,51369,47031,54189
"4106",282.28006,7.768,4329840,362704,355337,2190,3257,3498,58273,65467,55888
"4107",282.90546,11.658,3598084,3902764,3975074,3546163,3466760,3564612,3476072,3516209,3519228
"4108",282.91153,11.781,1414976,1460643,1159243,1322329,1071400,1399163,1228671,1167651,1144568
"4109",283.01389,1.378,0,0,0,0,0,0,288167,291271,300117
"4110",283.07455,2.799,68061,3928,10219,0,0,0,0,1516,0
"4111",283.07953,1.708,0,0,0,0,0,0,51435,51046,42393
"4112",283.09003,4.7,30726,39256,39030,37660,37032,40662,26580,31133,32854
"4113",283.09479,11.656,0,0,0,0,1133,52155,0,0,0
"4114",283.10864,4.795,2367,8486,4563,4425,1650,7784,15161,30811,33470
"4115",283.11603,3.781,2798,2631,8965,18146,16437,21067,165879,182280,142812
"4116",283.16577,1.659,0,0,1787,0,4741,0,189262,200884,188173
"4117",283.17032,4.751,13217,30900,29705,25683,31643,13394,213708,190863,211951
"4118",283.17554,11.652,958037,843621,869637,761688,854760,828830,1116668,1050463,894276
"4119",283.17566,2.011,578457,773406,829882,528926,854486,734220,875895,736713,872754
"4120",283.17599,2.125,1300306,1272304,1001216,1048987,1024417,1055617,1449288,1198352,1315829
"4121",283.22534,8.443,1043259,942187,1035359,815158,935273,817804,1078920,831256,954980
"4122",283.2464,7.368,496313,22775,7621,1849,0,0,0,0,1566
"4123",283.2757,5.604,287577,243529,272566,371898,222335,265923,268428,216181,476346
"4124",283.87817,11.671,135020,60257,225779,87223,108795,76012,93000,64836,109577
"4125",283.92853,0.711,0,0,0,0,0,0,352767,380122,316778
"4126",284.00201,0.474,0,0,0,0,0,0,322961,257437,208314
"4127",284.07114,1.821,0,0,0,0,0,0,166473,215971,185540
"4128",284.09952,0.997,0,0,0,0,0,0,237740,261722,233953
"4129",284.11081,2.221,0,0,0,0,0,0,81941,92195,60951
"4130",284.12323,0.588,0,0,0,0,0,0,83317,24576,17813
"4131",284.12668,3.207,287890,1616,0,0,0,0,0,51988,47671
"4132",284.1268,8.991,74111,12467,14395,0,0,0,0,3230,2407
"4133",284.12872,3.916,0,0,0,0,0,0,2907041,2870956,2667326
"4134",284.13422,0.866,0,0,0,0,0,0,135062,176344,164079
"4135",284.13425,1.013,0,0,0,0,0,0,197744,223977,224487
"4136",284.13773,0.462,0,0,0,0,0,0,37262,52390,31642
"4137",284.14661,2.695,117907,36039,42444,16383,22544,19173,50979,42996,47661
"4138",284.14783,2.406,312920,17214,22099,1277,1202,1755,2102,1824,1719
"4139",284.14786,2.15,915301,22041,31042,0,1494,0,1957,2184,0
"4140",284.14786,2.343,235715,4315,15223,1277,1226,1755,1351,0,2383
"4141",284.16238,7.585,11663,38159,31149,24674,33934,42471,43505,38845,29628
"4142",284.18423,9.712,84753,11893,23343,0,0,0,2417,2593,0
"4143",284.18579,5.166,35065,27468,22476,1543,2771,7373,173379,123656,211981
"4144",284.22256,7.989,139402,73805,43520,2310,2024,1866,60094,30098,62369
"4145",284.22272,4.861,268832,2138,2604,0,0,2357,2871,0,1208
"4146",284.22278,5.427,191415,15999,12636,25923,22385,22311,22713,20001,31949
"4147",284.22284,4.996,209596,4057,7008,1594,0,0,1907,0,0
"4148",284.22287,6.097,3651374,160882,174866,1727,0,2895,4968,2124,0
"4149",284.2229,6.212,2164150,109955,134036,2511,10695,8396,7767,9843,9367
"4150",284.22293,5.75,1183232,74007,73413,3573,1817,5092,2483,0,4073
"4151",284.22302,6.153,3352196,181950,181082,2511,10695,8396,2646,9843,9367
"4152",284.22302,6.566,376402,18207,20060,1762,1650,3066,1873,0,3139
"4153",284.22311,4.741,271218,1168,2572,2887,0,2357,3181,0,1208
"4154",284.25916,7.587,3526058,181733,183471,0,0,0,6946,1620,2208
"4155",284.29559,10.604,1896979,1858111,2063834,1897087,1585595,1590208,1914963,1890848,1511802
"4156",284.29578,10.357,1103000,157380,213100,94826,29089,58468,75093,143137,88094
"4157",284.33096,11.632,738946,487085,555411,360738,363584,517224,555191,527290,536984
"4158",284.33154,10.071,948092,1083317,2793083,1860505,749378,962264,513821,650763,3438730
"4159",284.33179,9.644,1335941,2725440,1105527,1406380,911359,1442704,693310,1512021,1488012
"4160",284.33182,7.653,13032175,10119039,12778402,18281588,6454900,5977986,12613360,14764404,13308744
"4161",284.33182,7.478,7765343,2972314,6027178,5345952,6636508,6978678,5040006,5000288,5263190
"4162",284.33182,7.785,3189252,2538793,1177582,1143358,6720228,2289747,3163855,1293393,2962137
"4163",284.8241,0.462,0,0,0,0,0,0,26983,74601,71669
"4164",284.91034,0.47,120403,102917,112549,100686,119269,104042,3091,0,4675
"4165",284.91046,8.203,80858,137237,75345,98760,108140,70078,170084,83379,58667
"4166",284.93832,11.654,575552,541577,708018,545155,514186,551403,533016,647739,524992
"4167",285.0842,1.241,0,0,0,0,0,0,124186,121707,114191
"4168",285.09479,2.142,0,0,0,0,1618,0,46989,40833,40448
"4169",285.11118,3.676,124927,173426,134865,45365,92688,63043,413170,324137,312484
"4170",285.13156,3.367,288826,264265,303822,282322,259174,271713,498476,468506,462005
"4171",285.13177,2.962,11073,19333,9601,11721,10458,29426,168186,184288,173212
"4172",285.16809,5.495,366401,379845,399974,325783,362987,359529,341816,327427,356953
"4173",285.17068,4.255,522899,49984,52302,10818,21001,30996,58635,72343,51756
"4174",285.18341,7.834,32232,47491,46669,48220,48879,38736,49162,55263,170560
"4175",285.25494,5.447,308508,36794,40417,0,0,0,0,0,0
"4176",285.29037,5.411,1117362,1006334,1044693,982341,986490,1027064,1043934,1060006,1101890
"4177",285.33478,10.035,366426,199994,199675,211682,194161,226696,205783,209855,939388
"4178",285.33524,7.441,952554,845912,1216374,1401111,636504,855637,937653,1088540,922064
"4179",285.85794,0.472,0,0,1516,0,1693,1611,99270,137588,147683
"4180",285.88162,0.522,111994,130258,168955,106087,128372,112771,9274,4591,3721
"4181",285.89398,11.821,309534,597121,863568,850197,149445,807591,78656,112426,304962
"4182",285.90607,0.674,1599,4111,1985,3126,2090,5289,212714,233208,188466
"4183",286.09106,0.808,0,0,0,0,0,0,101535,111256,103899
"4184",286.09216,0.545,0,0,0,0,0,0,190354,430846,472514
"4185",286.14029,1.252,0,0,0,0,0,0,427276,483589,418257
"4186",286.16339,2.22,176658,4623,13027,4442,1707,1506,7010,3966,1911
"4187",286.16345,2.343,293686,9895,12216,3464,2199,1238,6704,6952,8488
"4188",286.16534,3.76,158532,254260,305237,244593,258445,274648,338348,309247,316704
"4189",286.16571,3.624,155371,40278,39972,35889,19220,32879,55465,28413,27920
"4190",286.17908,6.659,73678,0,0,0,0,0,0,0,0
"4191",286.23846,5.85,611859,69728,74387,9573,7503,11126,18821,16561,28822
"4192",286.23849,5.528,768667,53755,76846,18744,6054,4245,9570,6092,9284
"4193",286.23853,6.504,325501,39033,33991,19423,21345,19510,54361,43518,35450
"4194",286.23856,5.066,323101,44290,58624,3473,5095,13563,12039,25630,44653
"4195",286.23862,5.31,734799,49941,49770,4573,15345,10581,11234,4168,8150
"4196",286.23862,5.404,962008,104889,102947,4568,4175,11782,11552,17008,17939
"4197",286.23865,6.653,218014,20239,39046,31360,19212,22152,40869,69331,22286
"4198",286.27493,8.249,736194,642755,809997,677869,665842,695788,898771,801861,878350
"4199",286.31158,7.407,107217,287661,305019,199231,171452,251704,194005,255932,273392
"4200",286.85547,11.825,895767,771500,758851,1279801,724603,1693465,1488260,803391,726329
"4201",286.92184,0.537,80309,148181,276031,260500,432332,304875,17770,19023,0
"4202",286.95261,0.47,0,16838,1907,11220,9361,2589,319081,392180,299933
"4203",286.95874,0.418,0,16838,1907,11220,3849,2589,61668,113379,133513
"4204",287.00864,0.575,0,0,0,0,0,0,50792,159024,152967
"4205",287.01447,0.51,0,0,0,0,0,0,75878,86988,52245
"4206",287.05469,3.196,0,0,0,0,0,0,501661,515751,520871
"4207",287.05502,2.346,0,0,0,0,0,0,241702,237078,259377
"4208",287.05533,3.118,0,0,0,0,0,1510,53555,57853,53739
"4209",287.05551,3.341,0,0,0,0,0,0,63849,72412,56994
"4210",287.08017,1.637,0,0,0,0,0,0,46387,45683,53047
"4211",287.08685,6.046,81276,87647,96689,106197,96929,81276,79292,104165,88119
"4212",287.09979,5.621,332193,297344,322109,351539,309179,319398,334270,338645,338550
"4213",287.11035,1.804,0,0,0,0,0,0,163443,123478,127278
"4214",287.11047,1.202,0,0,0,0,0,0,3028555,3204453,2944346
"4215",287.11053,1.421,0,0,0,0,0,0,2068645,2060459,1846292
"4216",287.11084,1.582,0,0,0,0,0,0,480253,359278,433417
"4217",287.12561,4.149,1436,1329,1928,1300,1241,2152,151731,173814,149234
"4218",287.13708,2.048,0,0,0,0,0,0,461815,424611,461047
"4219",287.14807,3.735,25476,18817,24992,31961,25289,13966,177119,176319,152429
"4220",287.16019,11.643,56051,4164,81718,3930,131794,55533,1450,90494,4337
"4221",287.19745,2.948,0,95371,50576,0,0,0,0,0,0
"4222",287.22186,9.011,33748,57453,71286,80919,57911,68053,127215,125567,94884
"4223",287.22192,8.885,48620,57576,57242,55122,54891,56129,48467,43539,54436
"4224",287.2334,3.95,48653,45949,45790,38433,43387,38276,78116,54277,62735
"4225",287.23349,3.693,327122,338700,346001,333270,316350,344730,438309,416898,423694
"4226",287.23715,9.765,3173,4294,3597,2856,2035,1974,195110,82529,82343
"4227",287.23724,9.931,0,2258,2310,2311,2481,0,1100500,401830,393315
"4228",287.26962,5.171,79448,27164,53369,50415,46627,45061,49482,56444,61503
"4229",287.88586,0.79,489814,441578,527190,458370,414590,378327,164419,141065,67427
"4230",287.88596,0.479,161835,200740,149322,156435,162370,155058,92117,16778,86525
"4231",287.88873,0.053,123100,375521,234569,358024,370566,500798,269900,458681,406740
"4232",287.88959,11.832,6850023,3479279,4675176,7817437,3283208,7358274,5219987,5812828,2701728
"4233",287.99338,1.38,0,0,0,0,0,0,156548,152287,146767
"4234",288.08499,3.074,0,0,0,0,0,0,29351,23696,13358
"4235",288.10577,0.81,0,0,0,0,0,0,590666,634122,588718
"4236",288.1058,0.512,0,0,0,0,0,0,1153156,1201924,1088033
"4237",288.11978,0.587,0,0,0,0,0,0,413700,542675,421166
"4238",288.1218,2.799,136231,0,0,0,0,0,0,1906,0
"4239",288.18127,2.17,6558,5341,1518,4084,5295,6335,140530,126151,130254
"4240",288.18134,3.574,171986,156682,157880,107996,92394,80666,218948,166980,193706
"4241",288.1814,3.892,150903,13694,21672,14846,18075,11830,71990,78446,65911
"4242",288.18143,3.475,104695,41192,35558,79723,34017,18865,26006,59439,31595
"4243",288.25372,6.689,428919,210202,457155,290818,252816,309100,491666,317887,271000
"4244",288.25415,6.905,599140,27469,12056,6481,20173,14537,14459,17290,9112
"4245",288.25436,5.263,683953,67740,68299,22120,18738,18439,1939,2030,0
"4246",288.29068,5.544,666064,12747,41445,7510,6667,2055,151433,294360,97067
"4247",288.29068,5.62,590990,81263,93093,20409,3762,27202,249881,303032,269694
"4248",288.92191,11.646,10787392,10152586,10257867,9266376,9552417,9495951,9778401,10310150,11371154
"4249",288.9223,5.921,334879,348071,518345,487666,321158,836268,534726,411594,517346
"4250",288.92236,8.187,515743,516206,267484,629969,484657,699029,805202,186877,917098
"4251",288.92239,4.938,297222,338986,253237,395566,370742,182495,554226,572368,490517
"4252",288.92245,0.469,4977003,4489042,4934009,3844244,4463313,4211668,2186983,2133948,1752244
"4253",288.92258,4.798,174337,233248,528771,301809,392402,655586,576448,669045,667461
"4254",288.92261,6.061,516524,682499,346193,234929,364050,736158,996858,510879,581895
"4255",288.92288,0.62,266458,631148,270695,880447,316486,741488,140,19521,62132
"4256",289.04971,1.821,0,0,0,0,0,0,1013561,1164948,1109142
"4257",289.09061,0.864,3814,0,1724,2922,0,1730,349726,363953,237537
"4258",289.09174,0.556,2476,1709,2203,0,0,0,13348644,14083526,14068349
"4259",289.11859,2.528,0,0,0,0,0,0,93705,98404,98160
"4260",289.12595,1.37,0,0,0,0,0,0,379582,387468,333202
"4261",289.12631,1.744,0,0,0,0,0,0,244817,243567,151011
"4262",289.1264,1.831,2054,0,0,0,0,0,431954,395697,364303
"4263",289.12659,1.614,0,0,0,0,0,0,335184,352317,328434
"4264",289.13925,0.585,0,0,0,0,0,0,61734,56092,99516
"4265",289.15485,7.594,59683,95427,89639,86769,81263,74887,97208,98744,99790
"4266",289.15887,5.964,0,0,0,0,2033,0,233478,204078,221814
"4267",289.15942,8.695,126398,96533,100065,97236,104642,117118,100244,106366,112039
"4268",289.15994,8.531,117707,195821,142930,110477,118734,207020,147533,104991,210173
"4269",289.17819,11.644,454701,437119,478531,438174,457427,186281,455958,518637,443271
"4270",289.18039,6.096,2864,2195,1314,8046,3566,1683,771723,814393,702341
"4271",289.19534,7.661,413783,395906,400874,396062,390355,386875,401518,351778,374202
"4272",289.20135,5.366,39092,52751,55241,38417,62721,34571,55541,49393,61165
"4273",289.23755,5.202,0,0,0,0,0,0,157615,145231,152399
"4274",289.27441,9.382,146807,300420,296866,342154,120593,125574,300138,154988,156653
"4275",289.89041,11.68,299478,164066,251604,231725,380200,169596,157359,138024,128990
"4276",289.90521,0.748,263456,326435,477912,507735,487401,482513,106916,214526,143649
"4277",289.90524,0.594,151580,141367,132830,143008,139055,141054,14360,15276,9461
"4278",289.92758,11.7,180181,700549,346239,229454,194180,554504,116453,187146,779629
"4279",289.92783,11.84,1265880,976867,616264,1672726,672161,515919,489038,1269271,601822
"4280",290.08633,1.164,0,2000,0,0,0,0,769530,763892,792461
"4281",290.13507,0.81,0,0,0,0,0,0,106496,142699,113611
"4282",290.1618,11.626,136092,110579,131757,160869,171607,90002,222822,115901,177306
"4283",290.16196,5.607,206155,245921,223206,178334,290915,175908,239082,265868,215490
"4284",290.16214,3.602,312210,303006,255904,303167,275325,305685,330408,313107,271497
"4285",290.19684,4.4,11057,40974,27267,27253,27020,16807,89392,106256,97144
"4286",290.20978,6.621,10090679,908192,709658,2115,0,0,1755,2041,3548
"4287",290.20987,6.494,6738422,414057,344324,0,0,0,1755,0,3548
"4288",290.20987,6.803,6877054,220655,294195,2115,0,0,0,5296,0
"4289",290.20996,6.978,1234058,75257,58382,0,0,0,0,0,0
"4290",290.20996,9.044,479447,37618,44098,0,0,0,2717,7247,5933
"4291",290.21219,4.449,287983,15678,4510,0,0,0,1744,0,2031
"4292",290.21271,4.909,178676,6059,8954,0,0,0,11999,8872,5609
"4293",290.2334,8.627,72224,83665,62817,63958,70617,78900,79594,69448,68679
"4294",290.23383,4.016,66370,73774,72939,68653,67054,72287,69607,69983,74422
"4295",290.26996,5.46,709898,722307,795202,678896,660801,594739,606361,714538,796200
"4296",290.8472,0.474,0,0,0,0,0,0,567011,752552,1055980
"4297",290.91357,11.875,155346,146131,559735,372863,243570,369846,95145,194009,131198
"4298",290.91574,0.539,16160,27307,52502,50720,72308,59809,125120,13374,147720
"4299",290.94379,11.663,488000,422565,353052,321686,280519,426613,268064,357562,425180
"4300",291.08447,1.057,0,0,0,0,0,0,2191493,2250585,1954586
"4301",291.08484,4.279,71191,7499,1382,0,0,0,0,0,0
"4302",291.09567,2.03,0,0,0,0,0,0,70481,86485,107088
"4303",291.09946,5.042,33802,27066,37507,28337,27192,31254,32715,32852,45047
"4304",291.10522,0.591,0,0,0,0,0,0,1835974,2111087,2082782
"4305",291.10544,0.81,0,0,0,0,0,0,2317555,2450345,2406029
"4306",291.19553,6.863,44092,33499,16941,28076,23261,19473,186579,168247,180572
"4307",291.19553,7.313,68545,16544,29026,107421,25575,26594,193167,337740,87032
"4308",291.19556,3.727,9399,1762,3493,3096,1760,1682,198474,262717,179664
"4309",291.19577,5.424,223138,8556,6908,6790,3009,8066,369957,386479,387026
"4310",291.19592,5.753,31282,8756,6733,6148,2322,9407,3359721,3568633,3237960
"4311",291.19598,4.636,18472,5180,3253,1213,6632,5363,166787,149657,152168
"4312",291.19598,6.237,188659,23556,6041,8076,10097,21138,139843,177736,125564
"4313",291.19604,5.667,55460,22159,10107,12208,4958,6170,3393538,3667779,3421896
"4314",291.19617,6.572,152615,19774,33785,12531,25221,18838,53658,74254,63919
"4315",291.1965,5.041,131224,2559,9929,13029,3772,3925,51572,136986,52935
"4316",291.23187,8.994,132819,115031,96836,63016,50645,77958,269676,240281,202116
"4317",291.23215,8.563,30158,18199,31263,29447,25430,37546,386345,332413,276052
"4318",291.25333,7.863,1490494,910343,954805,852141,855346,858672,919242,858453,1346938
"4319",291.86581,0.483,46293,63581,49565,37252,41814,39790,807788,888258,890507
"4320",291.9516,0.822,0,0,0,0,0,0,1294484,1735088,1354197
"4321",291.97672,0.418,0,0,0,0,0,0,137847,193974,214566
"4322",291.98807,0.575,0,0,0,0,0,0,1015042,950708,1057663
"4323",292.13928,0.586,0,0,0,0,0,0,197076,269501,248202
"4324",292.16684,9.053,162816,3322,3065,4212,5026,2788,10025,1855,3909
"4325",292.17581,5.471,3066,11578,13559,6747,6740,11849,45629,25057,541380
"4326",292.17587,4.406,12200,18997,25593,18257,27227,25562,61681,63392,77816
"4327",292.17685,4.248,42235,48552,56212,59498,59364,52951,51538,52969,58040
"4328",292.18945,4.712,225871,4519,9035,0,0,0,2785,4884,7050
"4329",292.21198,1.87,0,0,0,0,0,2586,59208,53569,47910
"4330",292.22516,9.718,142247,20851,4156,0,0,0,0,2585,2885
"4331",292.22543,7.039,11929715,735258,692779,0,0,0,6136,7170,2808
"4332",292.22543,7.125,6166718,687225,507994,0,0,0,24735,18906,10948
"4333",292.22559,6.316,14555142,1263072,2881447,0,0,0,48387,53922,46350
"4334",292.22562,7.336,1158340,98332,94822,1791,0,0,12954,18181,9950
"4335",292.22565,6.129,17934564,1683196,1945839,0,0,0,0,2772,5815
"4336",292.2269,6.448,10473912,514225,553966,0,0,0,0,0,4240
"4337",292.22775,6.907,7225691,193274,155839,0,0,0,11616,11831,16545
"4338",292.22778,8.488,316911,4939,1840,0,0,0,2001,51380,59720
"4339",292.22787,4.273,503432,24248,23247,5848,1303,0,2976,3592,6263
"4340",292.22794,8.552,1827163,60193,47001,0,0,2053,48913,51380,59720
"4341",292.22797,5.507,1969004,94207,131949,0,1970,0,0,0,0
"4342",292.22803,4.398,669058,24732,20094,5848,1303,0,2976,3836,6263
"4343",292.22806,3.993,180249,0,0,0,0,0,1557,0,0
"4344",292.22806,5.369,3241714,155321,175738,0,1970,0,3748,0,2255
"4345",292.28488,9.011,721807,598266,586703,552487,528421,558276,620424,561602,643548
"4346",292.86533,11.652,271319,495679,474081,79446,426852,122572,364813,398951,367062
"4347",292.91376,11.648,199658,129708,65261,0,70359,118027,129388,131778,95907
"4348",293.06335,0.536,0,0,0,0,0,0,3639110,4254538,4786447
"4349",293.06348,0.599,0,0,0,0,0,0,1417482,1639143,1651350
"4350",293.07928,3.351,157979,173537,166403,165888,117258,152639,139401,128439,140463
"4351",293.07974,3.524,39123,139920,133502,140292,125061,115815,127272,28321,75774
"4352",293.09494,5.746,40599,74911,79107,86703,91579,97429,55405,58952,63216
"4353",293.09952,2.45,1987,3185,4971,1295,1911,3189,55798,70543,61282
"4354",293.10251,1.457,0,0,0,0,0,0,29075,36480,27956
"4355",293.11307,3.583,219534,235009,236251,218593,209511,228475,247457,265334,230895
"4356",293.1131,3.419,134789,141614,133211,146429,144632,136125,151903,137882,166499
"4357",293.11536,4.685,134159,167455,155051,163562,173950,153882,249422,260564,261365
"4358",293.11761,7.155,9720,78637,74711,87714,81028,80535,78778,83430,94108
"4359",293.1344,0.575,0,0,0,0,0,0,324841,300363,336635
"4360",293.13538,7.461,190693,248423,209882,219706,230007,256112,235225,234449,236653
"4361",293.13663,6.052,19391,34101,20340,15682,23722,15625,151701,190068,143429
"4362",293.14542,0.524,0,0,0,0,0,0,92259,98588,27725
"4363",293.15402,7.152,43976,85947,88848,88112,79449,98518,93938,88014,98024
"4364",293.15445,8.234,86623,136679,141940,118747,105246,119539,115069,134236,149244
"4365",293.17502,8.097,153567,284393,249895,298139,192119,210660,351746,243625,309480
"4366",293.1958,4.409,373232,356700,380949,342303,330748,355841,408721,372994,409562
"4367",293.21063,7.041,54142,19557,23163,47341,53650,57408,258593,223163,237623
"4368",293.21118,6.019,320777,29750,13559,39555,50375,38065,297521,281542,365696
"4369",293.2114,6.439,213729,17911,44209,43200,32853,28199,361773,368613,356835
"4370",293.21152,5.544,54848,15486,19501,13354,6961,3094,385662,612314,562277
"4371",293.21155,4.712,15199,7583,16619,10735,8331,9159,1190142,1340484,1243376
"4372",293.21161,7.487,5182,26215,29681,66772,27598,37189,1304621,1328827,1122496
"4373",293.21164,5.039,28093,9165,1586,4287,1365,5666,1458957,1616055,1390966
"4374",293.21164,7.555,19975,39760,26259,34082,12366,21275,1300702,1302104,1097615
"4375",293.21188,5.788,348684,33275,21362,14606,19153,15329,39531,20520,64671
"4376",293.24777,8.905,352209,340518,361104,281822,341572,333722,387594,338850,364072
"4377",293.90274,0.466,294592,300148,299067,234896,290184,245542,51077,56075,33832
"4378",293.92334,11.662,759349,801165,992865,881495,745156,734264,792796,842930,722580
"4379",294.06357,2.799,128726,10136,18167,0,0,0,0,0,1591
"4380",294.13458,3.711,0,1223,0,0,0,0,43395,33844,11498
"4381",294.14746,4.979,191965,1435,1578,3533,1989,1465,0,0,10052
"4382",294.14749,4.225,89156,0,0,0,1161,0,0,1878,0
"4383",294.14795,5.595,84086,0,1955,0,0,1804,0,1868,0
"4384",294.155,0.591,0,0,0,0,0,0,2621566,2623762,2642932
"4385",294.15509,0.922,0,0,0,0,0,0,3588580,3789414,3680090
"4386",294.15512,3.429,91346,112276,101291,98340,99947,104716,118143,101929,99971
"4387",294.15518,0.866,0,0,0,0,0,0,2493600,2705080,2648205
"4388",294.15527,4.811,35250,46195,38058,42885,42309,33065,33908,48184,39754
"4389",294.18393,6.648,243910,55983,69484,37787,31430,35843,13018,25382,17226
"4390",294.1846,6.536,66183,14958,4421,1652,2774,3379,2150,16845,5255
"4391",294.20715,7.906,182294,188205,186386,195591,217078,192300,205583,179125,198333
"4392",294.22806,5.914,315965,334496,365497,358150,392097,345313,336022,353653,362438
"4393",294.24304,6.801,2452998,197731,193039,0,0,0,2005,2823,0
"4394",294.24344,7.36,23408092,1750713,1788456,0,0,0,54371,62315,13741
"4395",294.24347,7.139,55198484,2729825,2536917,0,0,0,153213,133256,121354
"4396",294.24353,7.26,35650208,2822491,2602659,2377,2117,0,77185,96408,76766
"4397",294.24359,5.886,5572504,239360,297473,6915,6202,8299,5652,2856,4904
"4398",294.24371,7.558,1517149,79727,88289,0,0,0,0,0,0
"4399",294.24374,5.532,2499255,177303,223012,0,0,0,0,0,0
"4400",294.24374,5.762,9209429,169488,173414,0,1600,0,0,0,2272
"4401",294.24374,6.032,7158530,283704,279743,72298,6202,2519,5652,2203,4904
"4402",294.2438,5.595,4932146,300172,327353,0,0,0,0,0,0
"4403",294.24384,4.368,2810987,216746,273381,0,0,0,0,0,0
"4404",294.24384,6.256,6206744,259630,263412,0,0,0,1917,0,0
"4405",294.2439,5.078,1814624,126727,152021,0,0,0,0,0,0
"4406",294.24393,5.013,2223746,175380,205516,0,0,0,0,0,0
"4407",294.24396,4.655,805377,4546,4631,0,0,0,0,0,0
"4408",294.24405,3.848,453311,11510,11634,0,0,0,0,0,0
"4409",294.24411,8.55,862664,33828,32838,0,0,0,0,0,1953
"4410",294.26443,7.258,104333,499886,494833,540678,517758,505728,572045,486269,503616
"4411",294.27985,7.865,926385,24112,52047,0,0,0,0,0,0
"4412",294.27997,8.006,423137,0,2329,0,0,0,0,0,0
"4413",294.86618,11.736,82016,114552,121999,104195,144594,123361,83173,104761,86728
"4414",294.93927,10.095,242504,56853,213210,162569,46124,174170,54619,123410,228694
"4415",294.93958,9.26,156130,220667,115913,282570,137366,110269,198850,236171,252639
"4416",294.93961,0.469,8038345,5012878,7641502,4006543,6310046,4907914,2073381,1602034,936584
"4417",294.93964,4.867,41672,34883,53174,53458,42607,27826,23456,47963,27902
"4418",295.05463,1.815,0,0,0,0,0,0,60215,47489,53449
"4419",295.07965,0.992,0,0,0,0,0,0,46597,44122,45951
"4420",295.11371,0.53,10812,3176,4892,8048,7443,7781,5506108,5769338,5838316
"4421",295.12933,2.128,0,0,0,0,1565,0,758393,753794,720812
"4422",295.15219,4.396,38483,51953,50042,39057,20955,46185,240202,246632,292700
"4423",295.15744,2.535,80043,86428,88292,94757,73611,86993,102281,109195,119094
"4424",295.1665,11.645,1049542,916550,823787,887146,949852,912122,1212408,1067902,974811
"4425",295.16962,7.024,802888,807906,752439,737507,737032,731928,763488,789959,853528
"4426",295.16974,6.766,1050430,1011330,960788,981414,983055,946785,1079955,977345,1018832
"4427",295.1698,8.254,672402,704650,710628,619816,639868,646128,733347,692273,690246
"4428",295.16989,8.38,4412713,4328422,4451314,4175605,4271542,4349589,4553568,4298510,4567047
