"Feature","mz","rt","Orbi_P_E2_EXBLANKA","Orbi_P_E2_EXBLANKB","Orbi_P_E2_EXBLANKC","Orbi_P_E2_Wasteblank4","Orbi_P_E2_Wasteblank5","Orbi_P_E2_Wasteblank6","Orbi_P_E2_WS03A","Orbi_P_E2_WS03B","Orbi_P_E2_WS03C"
"11122",856.4549,6.234,0,0,0,0,0,0,18521,32574,23200
"11123",856.45526,6.386,0,0,0,0,0,0,197678,226704,204101
"11126",857.34717,3.116,0,0,0,0,0,0,76909,96550,91014
"11127",857.34766,2.752,0,0,0,0,0,0,61912,57441,53393
"11129",858.48682,4.457,0,0,0,0,0,0,26985,22698,24908
"11143",867.37592,3.785,0,0,0,0,0,0,36056,36852,38403
"11147",869.349,3.323,0,0,0,0,0,0,155478,110782,128533
"11155",873.3844,3.79,0,0,0,0,0,0,46662,50955,45161
"11168",879.43164,5.986,0,0,0,0,0,0,637512,586020,649993
"11173",883.36066,4.26,0,0,0,0,0,0,23092,31840,23195
"11174",883.36249,4.155,0,0,0,0,0,0,340535,379694,298782
"11175",883.36285,4.013,0,0,0,0,0,0,50657,59435,44376
"11178",885.34247,3.383,0,0,0,0,0,0,77616,82989,58514
"11181",886.44525,3.958,0,0,0,0,0,0,82260,83161,76647
"11184",887.35803,3.128,0,0,0,0,0,0,107114,136454,99311
"11185",887.35834,3.034,0,0,0,0,0,0,145900,162462,139088
"11193",894.38202,3.665,0,0,0,0,0,0,265135,260995,247285
"11199",897.32239,4.868,0,0,0,0,0,0,202039,205935,221699
"11202",898.39795,4.413,0,0,0,0,0,0,126559,83471,109243
"11204",900.34912,4.408,0,0,0,0,0,0,64311,77161,56437
"11205",900.38873,4.159,0,0,0,0,0,0,24893,25199,18793
"11213",904.45056,4.854,0,0,0,0,0,0,158071,180862,152363
"11215",905.30646,4.418,0,0,0,0,0,0,155238,152019,132758
"11222",910.37689,3.438,0,0,0,0,0,0,476614,455276,428569
"11228",916.2923,4.831,0,0,0,0,0,0,20988,20954,23059
"11229",916.30634,4.399,1592,0,0,0,0,0,86678,95002,71476
"11230",917.36932,3.246,0,0,0,0,0,0,270106,279406,242580
"11231",917.37024,3.124,0,0,0,0,0,0,53235,59551,35946
"11253",934.39209,3.072,0,0,0,0,0,0,23798,22195,18889
"11286",962.49768,3.501,0,0,0,0,0,0,370359,418207,364566
"11287",962.4978,3.606,0,0,0,0,0,0,2971463,2893043,2710399
"11303",972.45764,5.039,0,0,0,0,0,0,59659,69095,61000
"11304",972.45966,5.223,0,0,0,0,0,0,28470,33754,22673
"11313",978.49237,3.32,0,0,0,0,0,0,52847,60656,47571
"11314",978.49658,3.256,0,0,0,0,0,0,29603,37512,40026
"11329",990.39752,3.897,0,0,0,0,0,0,25361,23593,19785
"11333",994.48608,3.058,0,0,0,0,0,0,85245,99633,75395
"11360",1048.49634,3.761,0,0,0,0,0,0,30866,35036,35384
"11375",1079.49817,4.853,0,0,0,0,0,0,81820,109102,103622
"11400",1159.45325,4.864,0,1706,0,0,0,0,488710,556310,515492
"11416",1181.43787,4.877,0,0,0,0,0,0,59498,50888,46978
"11433",1198.44702,4.862,0,0,0,0,0,0,77479,81501,93386
